中药中文名,中药拼音,中药拉丁名,中药分类（中文）,中药小分子,TCMSP MOL_ID,molecule_ID,小分子全量排名,小分子严格排名,TCMSP靶点Gene Symbol,TCMSP靶点名称,target_ID,DrugBank内部ID,SVM_score,RF_score,边平均分,TCMSP靶点UniProt标准Gene Symbol,TCMSP靶点UniProt编号
柴胡,Chaihu,Radix Bupleuri,辛凉解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
栀子,Zhizi,Gardeniae Fructus,清热泻火药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
桑叶,Sangye,Mori Follum,辛凉解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
桑椹,Sangsheng,Mori Fructus,补阴药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
桑白皮,Sangbaipi,Mori Cortex,止咳平喘药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
楮实子,Chushiziu,Broussonetiae Fructus,补阴药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
槟榔,Binglang,Arecae Semen,驱虫药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
橘核,Juhe,Citri Reticulatae Semen,理气药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
檀香,Tanxiang,Santalum Album L．,理气药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
款冬花,Kuandonghua,Farfarae Flos,止咳平喘药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
水飞蓟,Shuifeiji,Silybum Marianum,清热解毒药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
沉香,Chenxiang,Linderae Radix,理气药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
沙棘,Shaji,Hippophae Fructus,化痰药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
沙苑子,Shayuanzi,Astragali Cpmplanatisemen,补阳药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
满山红,Manshanhong,Rhododendri Daurici Folium,止咳平喘药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
火麻仁,Huomaren,Cannabis Sativa L.,润下药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
灯心草,Dengxincao,Junci Medulla,利水渗湿药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
灵芝,Lingzhi,Ganoderma,补气药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
牛大力,Niudali,Millettiae Speciosae Radix,止咳平喘药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
牛膝,Niuxi,Achyranthis Bidentatae Radix,活血祛瘀药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
牛蒡子,Niubangzi,Fructus Arctii,辛凉解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
猫爪草,Maozhaocao,Ranunculi Ternati Radix,清热解毒药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
瓜蒌,Gualou,Trichosanthes Kirilowii Maxim,化痰药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
甜瓜子,Tianguazi,Melo Semen,化痰药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
白芍,Baishao,Paeoniae Radix Alba,补血药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
白芷,Baizhi,A. Dahurica (Fisch.) Benth. Et Hook,辛温解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
矮地茶,Aidicha,Ardisiae Japonicae Herba,止咳平喘药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
石菖蒲,Shichangpu,Acoritataninowii Rhizoma,开窍药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
紫花地丁,Zihuadiding,Violsse Herba,清热解毒药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
紫苏,Zisu,Perilla Frutescens,辛温解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
红参,Hongshen,Ginsen Radix Et Rhizoma Rubra,补气药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
红花,Honghua,Carthami Flos,活血祛瘀药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
罗汉果,Luohanguo,Momordicae Fructus,化痰药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
羌活,Qianghuo,Notopterygii Rhizoma Et Radix,辛温解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
肉桂,Rougui,Cinnanmomi Cortex,温里药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
肉豆蔻,Roudoukou,Myristicae Semen,收涩药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
胡椒,Hujiao,Piperis Fructus,温里药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
芫荽,Yuansui,Coriandri Sativi Herba,辛温解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
苍耳子,Cangerzi,Xanthii Fructus,辛温解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
苘麻子,Qingmazi,Abutili Semen,利水渗湿药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
苦杏仁,Kuxingren,Amygdalus Communis Vas,止咳平喘药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
苦楝子,Kulianzi,Meliae Azedarach Fructus,驱虫药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
荆芥,Jingjie,Schizonepetae Herba,辛温解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
荆芥穗,Jingjiesui,Schizonepetae Spica,辛温解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
荔枝核,Lizhihe,Litchi Semen,理气药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
荷叶,Heye,Folium Nelumbinis,清热解毒药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
葛花,Gehua,Puerariae Flos,辛凉解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
葶苈子,Tinglizi,Lepidii Semen Descurainiae Semen,止咳平喘药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
蔓荆子,Manjingzi,Viticis Fructus,辛凉解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
薏苡仁,Yiyiren,Coicis Semen,利水渗湿药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
薤白,Xiebai,Allium Azureum Ledeb.,理气药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
蛇床子,Shechuangzi,Cnidii Fructus,解毒杀虫燥湿止痒药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
西河柳,Xiheliu,Tamaricis Cacumen,辛温解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
西红花,Xihonghua,Croci Stigma,活血祛瘀药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
谷精草,Gujingcao,Eriocauli Flos,清热泻火药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
贯叶金丝桃,Guanyejinsitao,Herbahypericiperforati,收敛止血药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
赤芍,Chishao,Radix Paeoniae Rubra,清热凉血药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
辛夷,Xinyi,Magnoliae Flos,辛温解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
辣椒,Lajiao,Capsici Fructus,拔毒化腐生肌药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
郁金,Yujin,Curcumae Radix,活血祛瘀药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
金莲花,Jinlianhua,Trollius Chinensis,清热解毒药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
锦灯笼,Jindenglong,Calyx Seu Fructus Physalis,清热解毒药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
附子,Fuzi,Aconiti Lateralis Radix Praeparata,温里药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
降香,Jiangxiang,Dalbergiae Odoriferae Lignum,理气药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
零陵香,Linglingxiang,Lysimachiae Foenigraeci Herba,辛温解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
韭菜子,Jiucaizi,Allii Tuberosi Semen,补阳药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
香加皮,Xiangjiapi,Cortex Periplocae Radicis,祛风湿散寒药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
香薷,Xiangru,Moslae Herba,辛温解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
马齿苋,Machixian,Portulacae Herba,清热解毒药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
高良姜,Gaoliangjiang,Alpiniae Officinarum Rhizome,温里药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
鸡屎藤,Jishiteng,Paederiae Scandentis Herba,消食药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
麻黄,Mahuang,Ephedra Herba,辛温解表药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
黄芩,Huangqin,Scutellariae Radix,清热燥湿药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
鼠曲草,Shuqucao,Gnaphalii Affinis Herba,化痰药,myristic acid,MOL001393,1393,1687,,BCHE,Cholinesterase,559,3923,0.916548,0.702,0.809274,,
乌梅,Wumei,Mume Fructus,收涩药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
使君子,Shijunzi,Quisqualis Indica,驱虫药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
大枣,Dazao,Jujubae Fructus,补气药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
大青叶,Daqingye,Isatidis Folium,清热解毒药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
山茱萸,Shanzhuyu,Cornus Officinalis Sieb. Et Zucc.,收涩药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
广枣,Guangzao,Choerospondiatis Fructus,活血祛瘀药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
木瓜,Mugau,Chaenomeles Sinensis (Thouin) Koehne,祛风湿散寒药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
枇杷叶,Pipaye,Eriobotryae Folium,止咳平喘药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
枸杞子,Gouqizi,Lycii Fructus,补阴药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
桑椹,Sangsheng,Mori Fructus,补阴药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
款冬花,Kuandonghua,Farfarae Flos,止咳平喘药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
沙棘,Shaji,Hippophae Fructus,化痰药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
玫瑰花,Meiguihua,Rose Rugosae Flos,理气药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
玳玳花,Daidaihua,Citrus Aurantium,理气药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
白屈菜,Baiqucai,Chelidonii Herba,止咳平喘药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
白茅根,Baimaogen,Imperatae Rhizoma,凉血止血药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
芦荟,Luhui,Aloe,攻下药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
苍耳子,Cangerzi,Xanthii Fructus,辛温解表药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
荠菜,Jicai,Capsellae Herba,利水渗湿药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
荷叶,Heye,Folium Nelumbinis,清热解毒药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
菊苣,Juju,Cichorii Radix,拔毒化腐生肌药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
蒲黄,Puhuang,Pollen Typhae,化瘀止血药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
虎杖,Huzhang,Polygoni Cuspidati Rhizoma Et Radix,利水渗湿药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
覆盆子,Fupenzi,Rubi Fructus,收涩药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
辣椒,Lajiao,Capsici Fructus,拔毒化腐生肌药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
金樱子,Jinyingzi,Rosae Laevigatae Fructus,收涩药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
马齿苋,Machixian,Portulacae Herba,清热解毒药,MLT,MOL001468,1468,1593,,BCHE,Cholinesterase,559,3923,0.916961,0.724,0.8204805,,
巴豆,Badou,Crotonis Fructus,攻下药,BEO,MOL001629,1629,3427,,BCHE,Cholinesterase,559,3923,0.867545,0.75,0.8087725,,
木瓜,Mugau,Chaenomeles Sinensis (Thouin) Koehne,祛风湿散寒药,BEO,MOL001629,1629,3427,,BCHE,Cholinesterase,559,3923,0.867545,0.75,0.8087725,,
辣椒,Lajiao,Capsici Fructus,拔毒化腐生肌药,BEO,MOL001629,1629,3427,,BCHE,Cholinesterase,559,3923,0.867545,0.75,0.8087725,,
倒扣草,Daokoucao,Achyranthis Asperae Herba,活血祛瘀药,Tiglic acid,MOL001639,1639,3760,,BCHE,Cholinesterase,559,3923,0.826535,0.754,0.7902675,,
南鹤虱,Nanheshi,Fructus Carotae,驱虫药,Tiglic acid,MOL001639,1639,3760,,BCHE,Cholinesterase,559,3923,0.826535,0.754,0.7902675,,
巴豆,Badou,Crotonis Fructus,攻下药,Tiglic acid,MOL001639,1639,3760,,BCHE,Cholinesterase,559,3923,0.826535,0.754,0.7902675,,
牛蒡子,Niubangzi,Fructus Arctii,辛凉解表药,Tiglic acid,MOL001639,1639,3760,,BCHE,Cholinesterase,559,3923,0.826535,0.754,0.7902675,,
牵牛子,Qianniuzi,Semen Pharbitidis,通水药,Tiglic acid,MOL001639,1639,3760,,BCHE,Cholinesterase,559,3923,0.826535,0.754,0.7902675,,
白芷,Baizhi,A. Dahurica (Fisch.) Benth. Et Hook,辛温解表药,Tiglic acid,MOL001639,1639,3760,,BCHE,Cholinesterase,559,3923,0.826535,0.754,0.7902675,,
辣椒,Lajiao,Capsici Fructus,拔毒化腐生肌药,Tiglic acid,MOL001639,1639,3760,,BCHE,Cholinesterase,559,3923,0.826535,0.754,0.7902675,,
人参叶,Renshenye,Ginseng Folium,补气药,IFP,MOL001732,1732,1104,,BCHE,Cholinesterase,559,3923,0.974311,0.784,0.8791555,,
木瓜,Mugau,Chaenomeles Sinensis (Thouin) Koehne,祛风湿散寒药,IFP,MOL001732,1732,1104,,BCHE,Cholinesterase,559,3923,0.974311,0.784,0.8791555,,
木香,Muxiang,Aucklandiae Radix,理气药,IFP,MOL001732,1732,1104,,BCHE,Cholinesterase,559,3923,0.974311,0.784,0.8791555,,
板蓝根,Banlangen,Isatidis Radix,清热解毒药,IFP,MOL001732,1732,1104,,BCHE,Cholinesterase,559,3923,0.974311,0.784,0.8791555,,
柴胡,Chaihu,Radix Bupleuri,辛凉解表药,IFP,MOL001732,1732,1104,,BCHE,Cholinesterase,559,3923,0.974311,0.784,0.8791555,,
桑椹,Sangsheng,Mori Fructus,补阴药,IFP,MOL001732,1732,1104,,BCHE,Cholinesterase,559,3923,0.974311,0.784,0.8791555,,
沙棘,Shaji,Hippophae Fructus,化痰药,IFP,MOL001732,1732,1104,,BCHE,Cholinesterase,559,3923,0.974311,0.784,0.8791555,,
海金沙,Haijinsha,Lygodii Spora,利水渗湿药,IFP,MOL001732,1732,1104,,BCHE,Cholinesterase,559,3923,0.974311,0.784,0.8791555,,
生姜,Shengjiang,Zingiber Officinale Roscoe,辛温解表药,IFP,MOL001732,1732,1104,,BCHE,Cholinesterase,559,3923,0.974311,0.784,0.8791555,,
白附子,Baifuzi,Typhonii Rhizoma,化痰药,IFP,MOL001732,1732,1104,,BCHE,Cholinesterase,559,3923,0.974311,0.784,0.8791555,,
百合,Baihe,Lilii Bulbus,补阴药,IFP,MOL001732,1732,1104,,BCHE,Cholinesterase,559,3923,0.974311,0.784,0.8791555,,
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,IFP,MOL001732,1732,1104,,BCHE,Cholinesterase,559,3923,0.974311,0.784,0.8791555,,
人参,Renshen,Panax Ginseng C. A. Mey.,补气药,MLI,MOL001738,1738,3976,,BCHE,Cholinesterase,559,3923,0.833745,0.718,0.7758725,,
板蓝根,Banlangen,Isatidis Radix,清热解毒药,MLI,MOL001738,1738,3976,,BCHE,Cholinesterase,559,3923,0.833745,0.718,0.7758725,,
绞股蓝,Jiaoguolan,Gynostemmae Pentaphylli Herba,补气药,MLI,MOL001738,1738,3976,,BCHE,Cholinesterase,559,3923,0.833745,0.718,0.7758725,,
麦芽,Maiya,Hordei Fructus Germinatus,消食药,MLI,MOL001738,1738,3976,,BCHE,Cholinesterase,559,3923,0.833745,0.718,0.7758725,,
功劳木,Gonglaomu,Mahoniae Caulis,清热解毒药,MAE,MOL001794,1794,3947,,BCHE,Cholinesterase,559,3923,0.85071,0.706,0.778355,,
大青叶,Daqingye,Isatidis Folium,清热解毒药,MAE,MOL001794,1794,3947,,BCHE,Cholinesterase,559,3923,0.85071,0.706,0.778355,,
大黄,Dahuang,Radix Rhei Et Rhizome,攻下药,MAE,MOL001794,1794,3947,,BCHE,Cholinesterase,559,3923,0.85071,0.706,0.778355,,
杜仲,Duzhong,Eucommiae Cortex,补阳药,MAE,MOL001794,1794,3947,,BCHE,Cholinesterase,559,3923,0.85071,0.706,0.778355,,
板蓝根,Banlangen,Isatidis Radix,清热解毒药,MAE,MOL001794,1794,3947,,BCHE,Cholinesterase,559,3923,0.85071,0.706,0.778355,,
连钱草,Lianqiancao,Glechomae Herba,利水渗湿药,MAE,MOL001794,1794,3947,,BCHE,Cholinesterase,559,3923,0.85071,0.706,0.778355,,
斑蝥,Banmao,Mylabris,活血祛瘀药,6-methyl-3-heptanol,MOL001854,1854,3084,,BCHE,Cholinesterase,559,3923,0.920582,0.73,0.825291,,
斑蝥,Banmao,Mylabris,活血祛瘀药,FMT,MOL001859,1859,22,,BCHE,Cholinesterase,559,3923,0.976003,0.786,0.8810015,,
斑蝥,Banmao,Mylabris,活血祛瘀药,FMT,MOL001859,1859,22,,CES2,Carboxylesterase 2,786,5212,0.932968,0.74,0.836484,,
斑蝥,Banmao,Mylabris,活血祛瘀药,FMT,MOL001859,1859,22,,KYNU,Kynureninase,148,435,0.936381,0.732,0.8341905,,
桑椹,Sangsheng,Mori Fructus,补阴药,FMT,MOL001859,1859,22,,BCHE,Cholinesterase,559,3923,0.976003,0.786,0.8810015,,
桑椹,Sangsheng,Mori Fructus,补阴药,FMT,MOL001859,1859,22,,CES2,Carboxylesterase 2,786,5212,0.932968,0.74,0.836484,,
桑椹,Sangsheng,Mori Fructus,补阴药,FMT,MOL001859,1859,22,,KYNU,Kynureninase,148,435,0.936381,0.732,0.8341905,,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,FMT,MOL001859,1859,22,,BCHE,Cholinesterase,559,3923,0.976003,0.786,0.8810015,,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,FMT,MOL001859,1859,22,,CES2,Carboxylesterase 2,786,5212,0.932968,0.74,0.836484,,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,FMT,MOL001859,1859,22,,KYNU,Kynureninase,148,435,0.936381,0.732,0.8341905,,
白果,Baiguo,Ginkgo Semen,止咳平喘药,FMT,MOL001859,1859,22,,BCHE,Cholinesterase,559,3923,0.976003,0.786,0.8810015,,
白果,Baiguo,Ginkgo Semen,止咳平喘药,FMT,MOL001859,1859,22,,CES2,Carboxylesterase 2,786,5212,0.932968,0.74,0.836484,,
白果,Baiguo,Ginkgo Semen,止咳平喘药,FMT,MOL001859,1859,22,,KYNU,Kynureninase,148,435,0.936381,0.732,0.8341905,,
百部,Baibu,Stemonae Radix,止咳平喘药,FMT,MOL001859,1859,22,,BCHE,Cholinesterase,559,3923,0.976003,0.786,0.8810015,,
百部,Baibu,Stemonae Radix,止咳平喘药,FMT,MOL001859,1859,22,,CES2,Carboxylesterase 2,786,5212,0.932968,0.74,0.836484,,
百部,Baibu,Stemonae Radix,止咳平喘药,FMT,MOL001859,1859,22,,KYNU,Kynureninase,148,435,0.936381,0.732,0.8341905,,
竹沥,Zhuli,Bomboo Juice,清热解毒药,FMT,MOL001859,1859,22,,BCHE,Cholinesterase,559,3923,0.976003,0.786,0.8810015,,
竹沥,Zhuli,Bomboo Juice,清热解毒药,FMT,MOL001859,1859,22,,CES2,Carboxylesterase 2,786,5212,0.932968,0.74,0.836484,,
竹沥,Zhuli,Bomboo Juice,清热解毒药,FMT,MOL001859,1859,22,,KYNU,Kynureninase,148,435,0.936381,0.732,0.8341905,,
蒲黄,Puhuang,Pollen Typhae,化瘀止血药,FMT,MOL001859,1859,22,,BCHE,Cholinesterase,559,3923,0.976003,0.786,0.8810015,,
蒲黄,Puhuang,Pollen Typhae,化瘀止血药,FMT,MOL001859,1859,22,,CES2,Carboxylesterase 2,786,5212,0.932968,0.74,0.836484,,
蒲黄,Puhuang,Pollen Typhae,化瘀止血药,FMT,MOL001859,1859,22,,KYNU,Kynureninase,148,435,0.936381,0.732,0.8341905,,
麻黄,Mahuang,Ephedra Herba,辛温解表药,FMT,MOL001859,1859,22,,BCHE,Cholinesterase,559,3923,0.976003,0.786,0.8810015,,
麻黄,Mahuang,Ephedra Herba,辛温解表药,FMT,MOL001859,1859,22,,CES2,Carboxylesterase 2,786,5212,0.932968,0.74,0.836484,,
麻黄,Mahuang,Ephedra Herba,辛温解表药,FMT,MOL001859,1859,22,,KYNU,Kynureninase,148,435,0.936381,0.732,0.8341905,,
云芝,Yunzhi,Coriolus,拔毒化腐生肌药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
云芝,Yunzhi,Coriolus,拔毒化腐生肌药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
大黄,Dahuang,Radix Rhei Et Rhizome,攻下药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
