中药中文名,中药拼音,中药拉丁名,中药分类（中文）,中药小分子,TCMSP MOL_ID,molecule_ID,小分子全量排名,小分子严格排名
南蛇藤果,Nanshetengguo,Celastri Orbiculati Fructus,安神药,ent-Epicatechin,MOL000073,73,2286,714
大皂荚,Dazaojia,Gleditsiae Fructus,化痰药,ent-Epicatechin,MOL000073,73,2286,714
大腹皮,Dafupi,Areca Catechu L.,理气药,ent-Epicatechin,MOL000073,73,2286,714
娑罗子,Suoluozi,Semen Aesculi,理气药,ent-Epicatechin,MOL000073,73,2286,714
山楂叶,Shanzhaye,Crataegi Folium,活血祛瘀药,ent-Epicatechin,MOL000073,73,2286,714
木瓜,Mugau,Chaenomeles Sinensis (Thouin) Koehne,祛风湿散寒药,ent-Epicatechin,MOL000073,73,2286,714
杜仲,Duzhong,Eucommiae Cortex,补阳药,ent-Epicatechin,MOL000073,73,2286,714
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,ent-Epicatechin,MOL000073,73,2286,714
槟榔,Binglang,Arecae Semen,驱虫药,ent-Epicatechin,MOL000073,73,2286,714
沙棘,Shaji,Hippophae Fructus,化痰药,ent-Epicatechin,MOL000073,73,2286,714
猕猴桃根,Mihoutaogen,Actinidia Chinensis Planch,清热解毒药,ent-Epicatechin,MOL000073,73,2286,714
白蔹,Bailian,Ampelopsis Japonica,清热解毒药,ent-Epicatechin,MOL000073,73,2286,714
皂角刺,Zaojiaoci,Gleditsiae Spina,化痰药,ent-Epicatechin,MOL000073,73,2286,714
罗布麻叶,Luobumaye,Apocyniveneti Folium,平肝熄风药,ent-Epicatechin,MOL000073,73,2286,714
草果,Caoguo,Amomum Tsao-Ko Crevostet,化湿药,ent-Epicatechin,MOL000073,73,2286,714
荔枝核,Lizhihe,Litchi Semen,理气药,ent-Epicatechin,MOL000073,73,2286,714
荷叶,Heye,Folium Nelumbinis,清热解毒药,ent-Epicatechin,MOL000073,73,2286,714
贯叶金丝桃,Guanyejinsitao,Herbahypericiperforati,收敛止血药,ent-Epicatechin,MOL000073,73,2286,714
赤小豆,Chixiaodou,Phaseoli Semen,利水渗湿药,ent-Epicatechin,MOL000073,73,2286,714
金荞麦,Jinqiaomai,Rhizoma Fagopyri Cymosi,清热解毒药,ent-Epicatechin,MOL000073,73,2286,714
金钱草,Jinqiancao,Lysimachiae Herba,利水渗湿药,ent-Epicatechin,MOL000073,73,2286,714
钩藤,Gouteng,Uncariae Ramulus Cumuncis,平肝熄风药,ent-Epicatechin,MOL000073,73,2286,714
鹿衔草,Luxiancao,Herba Pyrolae,祛风湿散寒药,ent-Epicatechin,MOL000073,73,2286,714
麦芽,Maiya,Hordei Fructus Germinatus,消食药,ent-Epicatechin,MOL000073,73,2286,714
黄芩,Huangqin,Scutellariae Radix,清热燥湿药,ent-Epicatechin,MOL000073,73,2286,714
黄药子,Huangyaozi,Dioscoreaebulbiferae,化痰药,ent-Epicatechin,MOL000073,73,2286,714
儿茶,Ercha,Catechu,活血祛瘀药,"(2S,3R)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one",MOL000730,730,1959,
土茯苓,Tufuling,Smilacis Glabrae Rhixoma,清热解毒药,"(2S,3R)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one",MOL000730,730,1959,
桑枝,Sangzhi,Ramulus Mori,祛风湿清热药,"(2S,3R)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one",MOL000730,730,1959,
菝葜,Baqia,Smilax China,祛风湿散寒药,"(2S,3R)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one",MOL000730,730,1959,
鬼箭羽,Guijianyu,Euonymi Alati Ramulus,活血祛瘀药,"(2S,3R)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one",MOL000730,730,1959,
金荞麦,Jinqiaomai,Rhizoma Fagopyri Cymosi,清热解毒药,"3,,8-dihydroxy-10-methoxy-5-h-isochromeno[4,,3-b]chromen-7-one",MOL007301,7301,2043,609
积雪草,Jixuecao,Centella Asiatica (L.) Urban[Hydro-Cotyle Asiatica L.],清热解毒药,castillicetin,MOL007307,7307,3978,
积雪草,Jixuecao,Centella Asiatica (L.) Urban[Hydro-Cotyle Asiatica L.],清热解毒药,castilliferol,MOL007308,7308,1681,
桑枝,Sangzhi,Ramulus Mori,祛风湿清热药,XYS,MOL000731,731,1572,
沙棘,Shaji,Hippophae Fructus,化痰药,XYS,MOL000731,731,1572,
瓜蒌,Gualou,Trichosanthes Kirilowii Maxim,化痰药,XYS,MOL000731,731,1572,
相思子,Xiangsizi,Abrus Precatorius L.,清热解毒药,XYS,MOL000731,731,1572,
胖大海,Pangdahai,Sterculiae Lychnophorae Semen,化痰药,XYS,MOL000731,731,1572,
金樱子,Jinyingzi,Rosae Laevigatae Fructus,收涩药,XYS,MOL000731,731,1572,
积雪草,Jixuecao,Centella Asiatica (L.) Urban[Hydro-Cotyle Asiatica L.],清热解毒药,Xanthanoic acid,MOL007313,7313,1309,
积雪草,Jixuecao,Centella Asiatica (L.) Urban[Hydro-Cotyle Asiatica L.],清热解毒药,8-acetoxycentellynol,MOL007320,7320,3846,
积雪草,Jixuecao,Centella Asiatica (L.) Urban[Hydro-Cotyle Asiatica L.],清热解毒药,Uregit,MOL007327,7327,2695,
功劳木,Gonglaomu,Mahoniae Caulis,清热解毒药,MENTHOL,MOL007330,7330,181,
升麻,Shengma,Cimicifugae Rhizoma,辛凉解表药,MENTHOL,MOL007330,7330,181,
满山红,Manshanhong,Rhododendri Daurici Folium,止咳平喘药,MENTHOL,MOL007330,7330,181,
生姜,Shengjiang,Zingiber Officinale Roscoe,辛温解表药,MENTHOL,MOL007330,7330,181,
白芷,Baizhi,A. Dahurica (Fisch.) Benth. Et Hook,辛温解表药,MENTHOL,MOL007330,7330,181,
积雪草,Jixuecao,Centella Asiatica (L.) Urban[Hydro-Cotyle Asiatica L.],清热解毒药,MENTHOL,MOL007330,7330,181,
紫苏,Zisu,Perilla Frutescens,辛温解表药,MENTHOL,MOL007330,7330,181,
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,MENTHOL,MOL007330,7330,181,
肉苁蓉,Roucongrong,Cistanches Herba,补阳药,MENTHOL,MOL007330,7330,181,
芫荽,Yuansui,Coriandri Sativi Herba,辛温解表药,MENTHOL,MOL007330,7330,181,
苦杏仁,Kuxingren,Amygdalus Communis Vas,止咳平喘药,MENTHOL,MOL007330,7330,181,
荆芥,Jingjie,Schizonepetae Herba,辛温解表药,MENTHOL,MOL007330,7330,181,
薄荷,Bohe,Menthae Herba,辛凉解表药,MENTHOL,MOL007330,7330,181,
连钱草,Lianqiancao,Glechomae Herba,利水渗湿药,MENTHOL,MOL007330,7330,181,
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,MENTHOL,MOL007330,7330,181,
麻黄,Mahuang,Ephedra Herba,辛温解表药,MENTHOL,MOL007330,7330,181,
木蝴蝶,Muhudie,Oroxyli Semen,清热解毒药,2-Butyl-4-hydroxyanisole,MOL007331,7331,810,
枇杷叶,Pipaye,Eriobotryae Folium,止咳平喘药,2-Butyl-4-hydroxyanisole,MOL007331,7331,810,
紫苏,Zisu,Perilla Frutescens,辛温解表药,2-Butyl-4-hydroxyanisole,MOL007331,7331,810,
红芪,Hongqi,Hedysari Radix,补气药,2-Butyl-4-hydroxyanisole,MOL007331,7331,810,
葎草,Lvcao,Humulus Scandens (Lour.) Merr.,清热解毒药,2-Butyl-4-hydroxyanisole,MOL007331,7331,810,
蔓荆子,Manjingzi,Viticis Fructus,辛凉解表药,2-Butyl-4-hydroxyanisole,MOL007331,7331,810,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,2-Butyl-4-hydroxyanisole,MOL007331,7331,810,
绿豆,Lvdou,Vigna Radiata,清热解毒药,vitexin_qt,MOL007336,7336,2071,621
葎草,Lvcao,Humulus Scandens (Lour.) Merr.,清热解毒药,vitexin_qt,MOL007336,7336,2071,621
绞股蓝,Jiaoguolan,Gynostemmae Pentaphylli Herba,补气药,Acetylthymol,MOL007338,7338,1283,
葎草,Lvcao,Humulus Scandens (Lour.) Merr.,清热解毒药,Acetylthymol,MOL007338,7338,1283,
零陵香,Linglingxiang,Lysimachiae Foenigraeci Herba,辛温解表药,Acetylthymol,MOL007338,7338,1283,
香薷,Xiangru,Moslae Herba,辛温解表药,Acetylthymol,MOL007338,7338,1283,
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,Acetylthymol,MOL007338,7338,1283,
甘松,Gansong,Nardostachyos Radix Et Rhizoma,理气药,Methyl carvacrol,MOL007340,7340,1382,
葎草,Lvcao,Humulus Scandens (Lour.) Merr.,清热解毒药,Methyl carvacrol,MOL007340,7340,1382,
麻黄,Mahuang,Ephedra Herba,辛温解表药,Methyl carvacrol,MOL007340,7340,1382,
绿豆,Lvdou,Vigna Radiata,清热解毒药,Boc-D-Trp-OH,MOL007345,7345,2921,942
绿豆,Lvdou,Vigna Radiata,清热解毒药,Boc-D-Tyr-OH,MOL007347,7347,3423,
芡实,Qianshi,Euryales Semen,收涩药,Boc-D-Tyr-OH,MOL007347,7347,3423,
绿豆,Lvdou,Vigna Radiata,清热解毒药,PQN,MOL007348,7348,4135,1185
月季花,Yuejihua,Mori Cortex,活血祛瘀药,cyclomulberrin,MOL000735,735,2700,
桑枝,Sangzhi,Ramulus Mori,祛风湿清热药,cyclomulberrin,MOL000735,735,2700,
桑白皮,Sangbaipi,Mori Cortex,止咳平喘药,cyclomulberrin,MOL000735,735,2700,
紫菀,Ziwan,Asteris Radix Et Rhizoma,止咳平喘药,uttroside a_qt,MOL007358,7358,2654,
龙葵,Longkui,Solanum Nigrum Linn.,清热解毒药,uttroside a_qt,MOL007358,7358,2654,
龙葵,Longkui,Solanum Nigrum Linn.,清热解毒药,Pterosin B glucoside,MOL007359,7359,4106,
牡丹皮,Mudanpi,Cortex Moutan,清热凉血药,paeonoside,MOL007367,7367,2757,
夏枯草,Xiakucao,Prunellae Spica,清热泻火药,morin,MOL000737,737,2129,646
桑枝,Sangzhi,Ramulus Mori,祛风湿清热药,morin,MOL000737,737,2129,646
桑椹,Sangsheng,Mori Fructus,补阴药,morin,MOL000737,737,2129,646
香薷,Xiangru,Moslae Herba,辛温解表药,morin,MOL000737,737,2129,646
牡丹皮,Mudanpi,Cortex Moutan,清热凉血药,3-Hydroxy-4-methoxyacetophenone,MOL007372,7372,1713,
牡丹皮,Mudanpi,Cortex Moutan,清热凉血药,5-[[5-(4-methoxyphenyl)-2-furyl]methylene]barbituric acid,MOL007374,7374,3812,1134
牡丹皮,Mudanpi,Cortex Moutan,清热凉血药,mudanoside A,MOL007377,7377,3306,
牡丹皮,Mudanpi,Cortex Moutan,清热凉血药,3-acetyl-4-hydroxybenzoic acid,MOL007378,7378,2831,
无患子皮,Wuhuanzipi,Sapindi Mukorossiperic Arpium,化痰药,kuwanon c,MOL000738,738,1549,
月季花,Yuejihua,Mori Cortex,活血祛瘀药,kuwanon c,MOL000738,738,1549,
桑叶,Sangye,Mori Follum,辛凉解表药,kuwanon c,MOL000738,738,1549,
桑枝,Sangzhi,Ramulus Mori,祛风湿清热药,kuwanon c,MOL000738,738,1549,
桑白皮,Sangbaipi,Mori Cortex,止咳平喘药,kuwanon c,MOL000738,738,1549,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,annulide,MOL007390,7390,4107,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,dihydroepideoxyarteannuin b,MOL007391,7391,975,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,Deoxyarteannuin B,MOL007392,7392,1012,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,chrysosplenol,MOL007395,7395,2560,
草果,Caoguo,Amomum Tsao-Ko Crevostet,化湿药,"(4E,6E)-1,7-bis(4-hydroxyphenyl)hepta-4,6-dien-3-one",MOL000074,74,1841,543
月季花,Yuejihua,Mori Cortex,活血祛瘀药,(+)-Cycloolivil,MOL000740,740,2747,
杜仲,Duzhong,Eucommiae Cortex,补阳药,(+)-Cycloolivil,MOL000740,740,2747,
桑枝,Sangzhi,Ramulus Mori,祛风湿清热药,(+)-Cycloolivil,MOL000740,740,2747,
桑白皮,Sangbaipi,Mori Cortex,止咳平喘药,(+)-Cycloolivil,MOL000740,740,2747,
淫羊藿,Yinyanghuo,Epimrdii Herba,补阳药,(+)-Cycloolivil,MOL000740,740,2747,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,Cirsiliol,MOL007401,7401,2542,817
青蒿,Qinghao,Artemisia Annua L.,清虚热药,ponticaepoxide,MOL007402,7402,3312,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,vitexin_qt,MOL007404,7404,753,300
茵陈,Yinchen,Artemisiae Scopariae Herba,利水渗湿药,Cirsilineol,MOL007405,7405,445,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,Cirsilineol,MOL007405,7405,445,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,"5,7,8,3'-Tetrahydroxy-3,4'-dimethoxy flavone",MOL007407,7407,2335,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,4'-methylpenduletin,MOL007408,7408,2378,
侧柏叶,Cebaiye,Platycladi Cacumen,凉血止血药,"(2S,3S)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one",MOL000741,741,2118,
桑枝,Sangzhi,Ramulus Mori,祛风湿清热药,"(2S,3S)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one",MOL000741,741,2118,
水红花子,Shuihonghuazi,Polygoni Orientalis Fructus,活血祛瘀药,"(2S,3S)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one",MOL000741,741,2118,
水飞蓟,Shuifeiji,Silybum Marianum,清热解毒药,"(2S,3S)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one",MOL000741,741,2118,
沙棘,Shaji,Hippophae Fructus,化痰药,"(2S,3S)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one",MOL000741,741,2118,
萹蓄,Bianxu,Polygoni Avicularis Herba,利水渗湿药,"(2S,3S)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one",MOL000741,741,2118,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,"(2S,3S)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one",MOL000741,741,2118,
黄柏,Huangbo,Phellodendri Chinrnsis Cortex,清热燥湿药,"(2S,3S)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one",MOL000741,741,2118,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,isoartemisia ketone,MOL007411,7411,1694,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,DMQT,MOL007412,7412,2448,778
天葵子,Tiankuizi,Semiaquilegiae Radix,清热解毒药,[(2S)-2-[[(2S)-2-(benzoylamino)-3-phenylpropanoyl]amino]-3-phenylpropyl] acetate,MOL007415,7415,3574,1094
雷公藤,Leigongteng,Tripterygii Radix,祛风湿散寒药,[(2S)-2-[[(2S)-2-(benzoylamino)-3-phenylpropanoyl]amino]-3-phenylpropyl] acetate,MOL007415,7415,3574,1094
青蒿,Qinghao,Artemisia Annua L.,清虚热药,[(2S)-2-[[(2S)-2-(benzoylamino)-3-phenylpropanoyl]amino]-3-phenylpropyl] acetate,MOL007415,7415,3574,1094
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,[(2S)-2-[[(2S)-2-(benzoylamino)-3-phenylpropanoyl]amino]-3-phenylpropyl] acetate,MOL007415,7415,3574,1094
蔓荆子,Manjingzi,Viticis Fructus,辛凉解表药,Penduletin,MOL007416,7416,2189,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,Penduletin,MOL007416,7416,2189,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,"3,5-Dihydroxy-6,7,3',4'-tetramethoxyflavone",MOL007417,7417,640,
桑枝,Sangzhi,Ramulus Mori,祛风湿清热药,Cularicine,MOL000742,742,208,
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,gamma-Terpineol,MOL007420,7420,1441,
辣椒,Lajiao,Capsici Fructus,拔毒化腐生肌药,gamma-Terpineol,MOL007420,7420,1441,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,gamma-Terpineol,MOL007420,7420,1441,
麻黄,Mahuang,Ephedra Herba,辛温解表药,gamma-Terpineol,MOL007420,7420,1441,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,"Quercetagetin-3,4'-dimethyl ether",MOL007421,7421,2510,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,"6,8-di-c-glucosylapigenin_qt",MOL007423,7423,752,299
青蒿,Qinghao,Artemisia Annua L.,清虚热药,nchembio875-comp6,MOL007428,7428,4168,
桑枝,Sangzhi,Ramulus Mori,祛风湿清热药,Cyclomulberrochromene,MOL000743,743,3237,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,qinghaosu i,MOL007431,7431,368,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,deoxyisoartemisinin b,MOL007433,7433,1028,
桑枝,Sangzhi,Ramulus Mori,祛风湿清热药,Dihydronepetalactone,MOL000744,744,926,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,"cyclopentanecarboxylic acid, 3-methylene-, 1,7,7-trimethylbicyclo",MOL007440,7440,1734,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,"isoaromadendrene,epoxide",MOL007442,7442,1675,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,"isorhamnetin,3-glucoside_qt",MOL007444,7444,449,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,"2-(3,5-dihydroxy-4-methoxy-phenyl)-3,5,7-trihydroxy-chromone",MOL007447,7447,608,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,trans-Pinocarveyl acetate,MOL007448,7448,80,
水飞蓟,Shuifeiji,Silybum Marianum,清热解毒药,SILYBIN,MOL007450,7450,3661,
水飞蓟,Shuifeiji,Silybum Marianum,清热解毒药,"5,7-Dihydroxychromone",MOL007453,7453,2616,
水飞蓟,Shuifeiji,Silybum Marianum,清热解毒药,silandrin,MOL007455,7455,1790,533
水飞蓟,Shuifeiji,Silybum Marianum,清热解毒药,(S)-2-Aminobutanoate,MOL007458,7458,1377,
三七,Sanqi,Panax Notoginseng (Burk.) F. H. Chen Ex C. Chow,化瘀止血药,"1,2-DIHYDRO-1,5,8-TRIMETHYLNAPHTHALENE",MOL007461,7461,1380,
桑叶,Sangye,Mori Follum,辛凉解表药,"1,2-DIHYDRO-1,5,8-TRIMETHYLNAPHTHALENE",MOL007461,7461,1380,
灯心草,Dengxincao,Junci Medulla,利水渗湿药,"1,2-DIHYDRO-1,5,8-TRIMETHYLNAPHTHALENE",MOL007461,7461,1380,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,"1,2-DIHYDRO-1,5,8-TRIMETHYLNAPHTHALENE",MOL007461,7461,1380,
三七,Sanqi,Panax Notoginseng (Burk.) F. H. Chen Ex C. Chow,化瘀止血药,"1,4,6-trimethyl-1,2,3,4-tetralin",MOL007462,7462,745,
三七,Sanqi,Panax Notoginseng (Burk.) F. H. Chen Ex C. Chow,化瘀止血药,1-methyl-5-isopropenyl cyclohexene,MOL007464,7464,3756,
绞股蓝,Jiaoguolan,Gynostemmae Pentaphylli Herba,补气药,1-methyl-5-isopropenyl cyclohexene,MOL007464,7464,3756,
芫荽,Yuansui,Coriandri Sativi Herba,辛温解表药,1-methyl-5-isopropenyl cyclohexene,MOL007464,7464,3756,
三七,Sanqi,Panax Notoginseng (Burk.) F. H. Chen Ex C. Chow,化瘀止血药,"2,6-dimethyl-cyclohexanol",MOL007467,7467,2904,
铁丝威灵仙,Tiesiweilingxian,Smilax Scodinicaulis C.H. Wrisht?,祛风湿清热药,5-hydroxy-4-oxopentanoic acid,MOL000747,747,3909,
三七,Sanqi,Panax Notoginseng (Burk.) F. H. Chen Ex C. Chow,化瘀止血药,"(9Z,12E)-octadeca-9,12-dienoic acid methyl ester",MOL007472,7472,3924,
三棱,Sanleng,Sparganii Rhizoma,活血祛瘀药,HMF,MOL000748,748,53,
党参,Dangshen,Codonopsis Radix,补气药,HMF,MOL000748,748,53,
北五味子,Beiwuweizi,Schisandrae Chinensis Fructus,收涩药,HMF,MOL000748,748,53,
半夏,Banxia,Arum Ternatum Thunb.,化痰药,HMF,MOL000748,748,53,
半边莲,Banbianlian,Lobeliae Chinensis Herba,清热解毒药,HMF,MOL000748,748,53,
土茯苓,Tufuling,Smilacis Glabrae Rhixoma,清热解毒药,HMF,MOL000748,748,53,
土贝母,Tubeimu,Bolbostemae Paniculati Bulbus,化痰药,HMF,MOL000748,748,53,
天冬,Tiandong,Asparagi Radix,补阴药,HMF,MOL000748,748,53,
天葵子,Tiankuizi,Semiaquilegiae Radix,清热解毒药,HMF,MOL000748,748,53,
威灵仙,Weilingxian,Radix Clematidis,祛风湿散寒药,HMF,MOL000748,748,53,
川楝子,Chuanlianzi,Toosendan Fructus,理气药,HMF,MOL000748,748,53,
木瓜,Mugau,Chaenomeles Sinensis (Thouin) Koehne,祛风湿散寒药,HMF,MOL000748,748,53,
木通,Mutong,Caulis Akebiae,利水渗湿药,HMF,MOL000748,748,53,
杜仲,Duzhong,Eucommiae Cortex,补阳药,HMF,MOL000748,748,53,
板蓝根,Banlangen,Isatidis Radix,清热解毒药,HMF,MOL000748,748,53,
橘红,Juhong,Citri Exocarpium Rubrum,理气药,HMF,MOL000748,748,53,
泽泻,Zexie,Alisma Orientale (Sam.) Juz.,利水渗湿药,HMF,MOL000748,748,53,
熟地黄,Shudihuang,Rehmanniae Radix Praeparata,补血药,HMF,MOL000748,748,53,
牛膝,Niuxi,Achyranthis Bidentatae Radix,活血祛瘀药,HMF,MOL000748,748,53,
猫爪草,Maozhaocao,Ranunculi Ternati Radix,清热解毒药,HMF,MOL000748,748,53,
玄参,Xuanshen,Figwort Root,清热凉血药,HMF,MOL000748,748,53,
玉竹,Yuzhu,Polygonati Odorati Rhizoma,补阴药,HMF,MOL000748,748,53,
瓜蒌,Gualou,Trichosanthes Kirilowii Maxim,化痰药,HMF,MOL000748,748,53,
甘遂,Gansui,Kansui Radix,通水药,HMF,MOL000748,748,53,
白茅根,Baimaogen,Imperatae Rhizoma,凉血止血药,HMF,MOL000748,748,53,
石菖蒲,Shichangpu,Acoritataninowii Rhizoma,开窍药,HMF,MOL000748,748,53,
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,HMF,MOL000748,748,53,
红花,Honghua,Carthami Flos,活血祛瘀药,HMF,MOL000748,748,53,
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,HMF,MOL000748,748,53,
苦楝皮,Kulianpi,Meliae Cortex,驱虫药,HMF,MOL000748,748,53,
菊苣,Juju,Cichorii Radix,拔毒化腐生肌药,HMF,MOL000748,748,53,
葶苈子,Tinglizi,Lepidii Semen Descurainiae Semen,止咳平喘药,HMF,MOL000748,748,53,
铁丝威灵仙,Tiesiweilingxian,Smilax Scodinicaulis C.H. Wrisht?,祛风湿清热药,HMF,MOL000748,748,53,
银柴胡,Yinchaihu,Gypsophila Licentiana Hand.-Mazz.,清虚热药,HMF,MOL000748,748,53,
陈皮,Chenpi,Citrus Reticulata,理气药,HMF,MOL000748,748,53,
马勃,Mabo,Lasiosphaera Seu Calvatia,清热解毒药,HMF,MOL000748,748,53,
骨碎补,Gusuibu,Drynariae Rhizoma,补阳药,HMF,MOL000748,748,53,
麦芽,Maiya,Hordei Fructus Germinatus,消食药,HMF,MOL000748,748,53,
麻黄,Mahuang,Ephedra Herba,辛温解表药,HMF,MOL000748,748,53,
黄精,Huangjing,Polygonati Rhizoma,补阴药,HMF,MOL000748,748,53,
三棱,Sanleng,Sparganii Rhizoma,活血祛瘀药,Linoleic,MOL000749,749,972,
人参,Renshen,Panax Ginseng C. A. Mey.,补气药,Linoleic,MOL000749,749,972,
冬虫夏草,Dongchongxiacao,Corayceps,补阳药,Linoleic,MOL000749,749,972,
地骨皮,Digupi,Lycii Cortex,清虚热药,Linoleic,MOL000749,749,972,
大枣,Dazao,Jujubae Fructus,补气药,Linoleic,MOL000749,749,972,
山茱萸,Shanzhuyu,Cornus Officinalis Sieb. Et Zucc.,收涩药,Linoleic,MOL000749,749,972,
枸杞子,Gouqizi,Lycii Fructus,补阴药,Linoleic,MOL000749,749,972,
柴胡,Chaihu,Radix Bupleuri,辛凉解表药,Linoleic,MOL000749,749,972,
款冬花,Kuandonghua,Farfarae Flos,止咳平喘药,Linoleic,MOL000749,749,972,
浮萍,Fuping,Spirodelae Herba,辛凉解表药,Linoleic,MOL000749,749,972,
玉竹,Yuzhu,Polygonati Odorati Rhizoma,补阴药,Linoleic,MOL000749,749,972,
白果,Baiguo,Ginkgo Semen,止咳平喘药,Linoleic,MOL000749,749,972,
白芷,Baizhi,A. Dahurica (Fisch.) Benth. Et Hook,辛温解表药,Linoleic,MOL000749,749,972,
益智,Yizhi,Alpiniae Oxyphyliae Fructus,补阳药,Linoleic,MOL000749,749,972,
禹州漏芦,Yuzhouloulu,Echinopsis Radix,拔毒化腐生肌药,Linoleic,MOL000749,749,972,
苍耳子,Cangerzi,Xanthii Fructus,辛温解表药,Linoleic,MOL000749,749,972,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,Linoleic,MOL000749,749,972,
诃子,Hezi,Chebulae Fructus,收涩药,Linoleic,MOL000749,749,972,
谷精草,Gujingcao,Eriocauli Flos,清热泻火药,Linoleic,MOL000749,749,972,
野菊花,Yejuhua,Chrysanthemi Indici Flos,清热解毒药,Linoleic,MOL000749,749,972,
铁丝威灵仙,Tiesiweilingxian,Smilax Scodinicaulis C.H. Wrisht?,祛风湿清热药,Linoleic,MOL000749,749,972,
鱼腥草,Yuxingcao,Houttuyniae Herba,清热解毒药,Linoleic,MOL000749,749,972,
三七,Sanqi,Panax Notoginseng (Burk.) F. H. Chen Ex C. Chow,化瘀止血药,"10Z,13Z-nonadecadienoic acid",MOL007498,7498,3531,
三七,Sanqi,Panax Notoginseng (Burk.) F. H. Chen Ex C. Chow,化瘀止血药,α-copaene,MOL007510,7510,851,
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,1-methyl-6-isopropylienebicyclo[3.1.0] hexane,MOL007512,7512,3806,
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,"L-()-2,3-Butanediol",MOL007516,7516,779,
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,trans-beta-Santalol,MOL007520,7520,3362,
生姜,Shengjiang,Zingiber Officinale Roscoe,辛温解表药,"2-ethenyl-1,1-dimethyl-3-methylene-cyclohexane",MOL007521,7521,3470,
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,"2-ethenyl-1,1-dimethyl-3-methylene-cyclohexane",MOL007521,7521,3470,
