中药中文名,中药拼音,中药拉丁名,中药分类（中文）,中药小分子,TCMSP MOL_ID,molecule_ID,小分子全量排名,小分子严格排名,TCMSP靶点Gene Symbol,TCMSP靶点名称,target_ID,DrugBank内部ID,SVM_score,RF_score,边平均分,TCMSP靶点UniProt标准Gene Symbol,TCMSP靶点UniProt编号
虎杖,Huzhang,Polygoni Cuspidati Rhizoma Et Radix,利水渗湿药,Physovenine,MOL013287,13287,6,3,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.894198,0.732,0.813099,GSK3B,P49841
虎杖,Huzhang,Polygoni Cuspidati Rhizoma Et Radix,利水渗湿药,Physovenine,MOL013287,13287,6,3,PTGS2,Prostaglandin G/H synthase 2,94,290,0.945309,0.816,0.8806545,PTGS2,P35354
虎杖,Huzhang,Polygoni Cuspidati Rhizoma Et Radix,利水渗湿药,polydatin,MOL013289,13289,3192,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.923299,0.716,0.8196495,PTGS2,P35354
桃仁,Taoren,Persicae Semen,活血祛瘀药,"2,3-didehydro GA77",MOL001329,1329,3246,1026,PTGS2,Prostaglandin G/H synthase 2,94,290,0.916243,0.718,0.8171215,PTGS2,P35354
虎杖,Huzhang,Polygoni Cuspidati Rhizoma Et Radix,利水渗湿药,Questinol,MOL013293,13293,1936,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.965568,0.836,0.900784,PTGS2,P35354
虎杖,Huzhang,Polygoni Cuspidati Rhizoma Et Radix,利水渗湿药,Torachrysone-8-O-beta-D-glucoside,MOL013295,13295,3019,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.94018,0.716,0.82809,PTGS2,P35354
皂角刺,Zaojiaoci,Gleditsiae Spina,化痰药,Fustin,MOL013296,13296,1941,558,PTGS2,Prostaglandin G/H synthase 2,94,290,0.963655,0.828,0.8958275,PTGS2,P35354
荠菜,Jicai,Capsellae Herba,利水渗湿药,Fustin,MOL013296,13296,1941,558,PTGS2,Prostaglandin G/H synthase 2,94,290,0.963655,0.828,0.8958275,PTGS2,P35354
荠菜,Jicai,Capsellae Herba,利水渗湿药,2-propoxypropane,MOL013297,13297,2801,,BCHE,Cholinesterase,559,3923,0.941034,0.734,0.837517,,
桃仁,Taoren,Persicae Semen,活血祛瘀药,"2,3-didehydro GA9",MOL001330,1330,3189,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.835562,0.804,0.819781,PTGS2,P35354
荠菜,Jicai,Capsellae Herba,利水渗湿药,"Flavanone, 3,3',4',7-tetrahydroxy- (VAN) (8CI)",MOL013300,13300,1992,582,PTGS2,Prostaglandin G/H synthase 2,94,290,0.954848,0.812,0.883424,PTGS2,P35354
荠菜,Jicai,Capsellae Herba,利水渗湿药,Fumaricine,MOL013304,13304,1178,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.981954,0.704,0.842977,CHRM1,P11229
荠菜,Jicai,Capsellae Herba,利水渗湿药,Fumaricine,MOL013304,13304,1178,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.916716,0.776,0.846358,PTGS2,P35354
荠菜,Jicai,Capsellae Herba,利水渗湿药,Garbanzol,MOL013305,13305,2041,607,PTGS2,Prostaglandin G/H synthase 2,94,290,0.938114,0.82,0.879057,PTGS2,P35354
葛花,Gehua,Puerariae Flos,辛凉解表药,Garbanzol,MOL013305,13305,2041,607,PTGS2,Prostaglandin G/H synthase 2,94,290,0.938114,0.82,0.879057,PTGS2,P35354
荠菜,Jicai,Capsellae Herba,利水渗湿药,Gossypetin hexamethyl ether,MOL013306,13306,1173,391,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.955925,0.708,0.8319625,GSK3B,P49841
荠菜,Jicai,Capsellae Herba,利水渗湿药,Gossypetin hexamethyl ether,MOL013306,13306,1173,391,PTGS2,Prostaglandin G/H synthase 2,94,290,0.939304,0.778,0.858652,PTGS2,P35354
荠菜,Jicai,Capsellae Herba,利水渗湿药,Gossypetin-7-methylether,MOL013307,13307,2207,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.935884,0.8,0.867942,PTGS2,P35354
荠菜,Jicai,Capsellae Herba,利水渗湿药,Paracetat,MOL013308,13308,1669,,BCHE,Cholinesterase,559,3923,0.922119,0.78,0.8510595,,
荠菜,Jicai,Capsellae Herba,利水渗湿药,Paracetat,MOL013308,13308,1669,,CTSD,Cathepsin D,363,1243,0.822048,0.706,0.764024,CTSD,P07339
荠菜,Jicai,Capsellae Herba,利水渗湿药,Luteone,MOL013309,13309,2953,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.890723,0.77,0.8303615,PTGS2,P35354
荠菜,Jicai,Capsellae Herba,利水渗湿药,"2,6-dimethoxy-4-prop-1-enylphenol",MOL013311,13311,894,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.88346,0.742,0.81273,CHRM1,P11229
荠菜,Jicai,Capsellae Herba,利水渗湿药,"2,6-dimethoxy-4-prop-1-enylphenol",MOL013311,13311,894,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.908972,0.706,0.807486,CHRM2,P08172
荠菜,Jicai,Capsellae Herba,利水渗湿药,"2,6-dimethoxy-4-prop-1-enylphenol",MOL013311,13311,894,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.838231,0.804,0.8211155,PTGS2,P35354
鸡骨草,Jigucao,Abri Herba,利水渗湿药,alpha-D-glucuronic acid,MOL013319,13319,3240,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.935196,0.7,0.817598,PTGS2,P35354
桃仁,Taoren,Persicae Semen,活血祛瘀药,RMN,MOL001332,1332,950,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.915154,0.744,0.829577,CHRM1,P11229
桃仁,Taoren,Persicae Semen,活血祛瘀药,RMN,MOL001332,1332,950,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.9121,0.708,0.81005,CHRM2,P08172
桃仁,Taoren,Persicae Semen,活血祛瘀药,RMN,MOL001332,1332,950,,CHRNA7,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,0.808736,0.758,0.783368,CHRNA7,P36544
鸡骨草,Jigucao,Abri Herba,利水渗湿药,Biflorin,MOL013322,13322,3228,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.901935,0.734,0.8179675,PTGS2,P35354
鸡骨草,Jigucao,Abri Herba,利水渗湿药,"5,7-dihydroxy-2-methyl-8-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",MOL013323,13323,3073,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.91801,0.734,0.826005,PTGS2,P35354
鸡骨草,Jigucao,Abri Herba,利水渗湿药,"5,7,8-trihydroxy-2-methyl-chromone",MOL013324,13324,2465,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.911055,0.798,0.8545275,PTGS2,P35354
鸡骨草,Jigucao,Abri Herba,利水渗湿药,kainic acid,MOL013326,13326,4182,,APOE,Apolipoprotein E,443,1932,,,,,
橘红,Juhong,Citri Exocarpium Rubrum,理气药,Isomeranzin,MOL013331,13331,922,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.920859,0.718,0.8194295,CHRM1,P11229
橘红,Juhong,Citri Exocarpium Rubrum,理气药,Isomeranzin,MOL013331,13331,922,,CHRNA7,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,0.800398,0.702,0.751199,CHRNA7,P36544
橘红,Juhong,Citri Exocarpium Rubrum,理气药,Isomeranzin,MOL013331,13331,922,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.918481,0.808,0.8632405,PTGS2,P35354
橘红,Juhong,Citri Exocarpium Rubrum,理气药,Pranferol,MOL013332,13332,3355,1055,PTGS2,Prostaglandin G/H synthase 2,94,290,0.8153,0.81,0.81265,PTGS2,P35354
连钱草,Lianqiancao,Glechomae Herba,利水渗湿药,glechomanolide,MOL013335,13335,3148,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.845812,0.798,0.821906,PTGS2,P35354
萱草根,Xuancaogen,Hemerocallis Radix,利水渗湿药,2-Methoxy-obtusifolin,MOL013340,13340,1996,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93905,0.826,0.882525,PTGS2,P35354
萱草根,Xuancaogen,Hemerocallis Radix,利水渗湿药,Hemerocallone,MOL013343,13343,156,73,ACHE,Acetylcholinesterase,165,474,0.882135,0.722,0.8020675,ACHE,P22303
萱草根,Xuancaogen,Hemerocallis Radix,利水渗湿药,Hemerocallone,MOL013343,13343,156,73,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.960841,0.742,0.8514205,GSK3B,P49841
萱草根,Xuancaogen,Hemerocallis Radix,利水渗湿药,Hemerocallone,MOL013343,13343,156,73,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.935268,0.722,0.828634,MAPK14,Q16539
萱草根,Xuancaogen,Hemerocallis Radix,利水渗湿药,Hemerocallone,MOL013343,13343,156,73,PTGS2,Prostaglandin G/H synthase 2,94,290,0.934416,0.792,0.863208,PTGS2,P35354
萱草根,Xuancaogen,Hemerocallis Radix,利水渗湿药,p-Methylcinnamic acid,MOL013344,13344,2522,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.862855,0.84,0.8514275,PTGS2,P35354
萱草根,Xuancaogen,Hemerocallis Radix,利水渗湿药,picraquassioside C_qt,MOL013346,13346,3446,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.902051,0.714,0.8080255,PTGS2,P35354
小茴香,Xiaohuixiang,Foeniculi Fructus,温里药,Butyrophenone,MOL013347,13347,1522,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.882559,0.718,0.8002795,CHRM1,P11229
小茴香,Xiaohuixiang,Foeniculi Fructus,温里药,Butyrophenone,MOL013347,13347,1522,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.858758,0.816,0.837379,PTGS2,P35354
丁香,Dingxiang,Caryophylliflos,温里药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
凌霄花,Lingxiaohua,Campsis Flos,活血祛瘀药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
升麻,Shengma,Cimicifugae Rhizoma,辛凉解表药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
半枝莲,Banzhilian,Scutellariae Barbatae Herba,清热解毒药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
四季青,Sijiqing,Ilicis Purpureae Folium,清热解毒药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
大枣,Dazao,Jujubae Fructus,补气药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
威灵仙,Weilingxian,Radix Clematidis,祛风湿散寒药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
川芎,Chuanxiong,Chuanxiong Rhizoma,活血祛瘀药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
巴戟天,Bajitian,Morindae Officinalis Radix,补阳药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
枇杷叶,Pipaye,Eriobotryae Folium,止咳平喘药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
桃仁,Taoren,Persicae Semen,活血祛瘀药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
桑叶,Sangye,Mori Follum,辛凉解表药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
桑椹,Sangsheng,Mori Fructus,补阴药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
梅花,Meihua,Mume Flos,理气药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
款冬花,Kuandonghua,Farfarae Flos,止咳平喘药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
沙棘,Shaji,Hippophae Fructus,化痰药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
洋金花,Yangjinhua,Daturae Flos,止咳平喘药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
满山红,Manshanhong,Rhododendri Daurici Folium,止咳平喘药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
牛蒡子,Niubangzi,Fructus Arctii,辛凉解表药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
猫爪草,Maozhaocao,Ranunculi Ternati Radix,清热解毒药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
玫瑰花,Meiguihua,Rose Rugosae Flos,理气药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
石菖蒲,Shichangpu,Acoritataninowii Rhizoma,开窍药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
紫苏,Zisu,Perilla Frutescens,辛温解表药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
罗汉果,Luohanguo,Momordicae Fructus,化痰药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
肉苁蓉,Roucongrong,Cistanches Herba,补阳药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
芫荽,Yuansui,Coriandri Sativi Herba,辛温解表药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
苦丁茶,Kudingcha,Ilicis Cornutae Folium Immayuri,清热泻火药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
苦杏仁,Kuxingren,Amygdalus Communis Vas,止咳平喘药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
荔枝核,Lizhihe,Litchi Semen,理气药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
葎草,Lvcao,Humulus Scandens (Lour.) Merr.,清热解毒药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
葛花,Gehua,Puerariae Flos,辛凉解表药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
蚕沙,Cansha,Bombyx Mori L.,祛风湿散寒药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
西河柳,Xiheliu,Tamaricis Cacumen,辛温解表药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
麻黄,Mahuang,Ephedra Herba,辛温解表药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
黄药子,Huangyaozi,Dioscoreaebulbiferae,化痰药,WLN: Q1R,MOL001335,1335,2257,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93325,0.796,0.864625,PTGS2,P35354
香橼,Xiangyuan,Citri Fructus,理气药,Apocarotenal,MOL013355,13355,3672,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.874723,0.716,0.7953615,PTGS2,P35354
玉米须,Yumixu,Maydis Seigma,利水渗湿药,Hystl,MOL013362,13362,4104,,BCHE,Cholinesterase,559,3923,0.82225,0.706,0.764125,,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,(-)-Methyl 2-methylbutyrate,MOL013371,13371,1468,,BCHE,Cholinesterase,559,3923,0.946973,0.754,0.8504865,,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,(-)-Methyl 2-methylbutyrate,MOL013371,13371,1468,,CTSD,Cathepsin D,363,1243,0.882796,0.712,0.797398,CTSD,P07339
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,(-)-Methyl 2-methylbutyrate,MOL013371,13371,1468,,BCHE,Cholinesterase,559,3923,0.946973,0.754,0.8504865,,
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,(-)-Methyl 2-methylbutyrate,MOL013371,13371,1468,,CTSD,Cathepsin D,363,1243,0.882796,0.712,0.797398,CTSD,P07339
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,(-)-Methyl 2-methylbutyrate,MOL013371,13371,1468,,BCHE,Cholinesterase,559,3923,0.946973,0.754,0.8504865,,
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,(-)-Methyl 2-methylbutyrate,MOL013371,13371,1468,,CTSD,Cathepsin D,363,1243,0.882796,0.712,0.797398,CTSD,P07339
薄荷,Bohe,Menthae Herba,辛凉解表药,(-)-Methyl 2-methylbutyrate,MOL013371,13371,1468,,BCHE,Cholinesterase,559,3923,0.946973,0.754,0.8504865,,
薄荷,Bohe,Menthae Herba,辛凉解表药,(-)-Methyl 2-methylbutyrate,MOL013371,13371,1468,,CTSD,Cathepsin D,363,1243,0.882796,0.712,0.797398,CTSD,P07339
玉米须,Yumixu,Maydis Seigma,利水渗湿药,Methyl butyrate,MOL013372,13372,3272,,BCHE,Cholinesterase,559,3923,0.856207,0.776,0.8161035,,
枳椇子,Zhijuzi,Hoveniae Dulcis Semen,利水渗湿药,ampelopsin,MOL013374,13374,2426,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.929206,0.784,0.856603,PTGS2,P35354
皂角刺,Zaojiaoci,Gleditsiae Spina,化痰药,ampelopsin,MOL013374,13374,2426,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.929206,0.784,0.856603,PTGS2,P35354
枳椇子,Zhijuzi,Hoveniae Dulcis Semen,利水渗湿药,hovenine A,MOL013375,13375,4084,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.818138,0.716,0.767069,PTGS2,P35354
桃仁,Taoren,Persicae Semen,活血祛瘀药,GA118,MOL001338,1338,1177,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.86763,0.754,0.810815,CHRM1,P11229
桃仁,Taoren,Persicae Semen,活血祛瘀药,GA118,MOL001338,1338,1177,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.925329,0.832,0.8786645,PTGS2,P35354
枳壳,Zhike,Aurantii Fructus,理气药,Marmin,MOL013381,13381,3088,983,PTGS2,Prostaglandin G/H synthase 2,94,290,0.8824,0.768,0.8252,PTGS2,P35354
枳壳,Zhike,Aurantii Fructus,理气药,"8-[[(2S)-3,3-dimethyloxiran-2-yl]methyl]-7-methoxy-coumarin",MOL013382,13382,325,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.908178,0.718,0.813089,CHRM1,P11229
枳壳,Zhike,Aurantii Fructus,理气药,"8-[[(2S)-3,3-dimethyloxiran-2-yl]methyl]-7-methoxy-coumarin",MOL013382,13382,325,,CHRNA7,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,0.82429,0.72,0.772145,CHRNA7,P36544
枳壳,Zhike,Aurantii Fructus,理气药,"8-[[(2S)-3,3-dimethyloxiran-2-yl]methyl]-7-methoxy-coumarin",MOL013382,13382,325,,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.810076,0.72,0.765038,GSK3B,P49841
枳壳,Zhike,Aurantii Fructus,理气药,"8-[[(2S)-3,3-dimethyloxiran-2-yl]methyl]-7-methoxy-coumarin",MOL013382,13382,325,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.929306,0.8,0.864653,PTGS2,P35354
泽漆,Zeqi,Euphorbiae Helioscopiae Herba,利水渗湿药,MELILOTATE,MOL013384,13384,1510,,ACHE,Acetylcholinesterase,165,474,0.812562,0.734,0.773281,ACHE,P22303
泽漆,Zeqi,Euphorbiae Helioscopiae Herba,利水渗湿药,MELILOTATE,MOL013384,13384,1510,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.90301,0.832,0.867505,PTGS2,P35354
泽漆,Zeqi,Euphorbiae Helioscopiae Herba,利水渗湿药,Dihydrofukinolide,MOL013388,13388,3462,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.908014,0.706,0.807007,PTGS2,P35354
桃仁,Taoren,Persicae Semen,活血祛瘀药,GA120,MOL001340,1340,370,139,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.851926,0.722,0.786963,CHRM1,P11229
桃仁,Taoren,Persicae Semen,活血祛瘀药,GA120,MOL001340,1340,370,139,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.865705,0.704,0.7848525,CHRM2,P08172
桃仁,Taoren,Persicae Semen,活血祛瘀药,GA120,MOL001340,1340,370,139,CHRNA7,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,0.842656,0.704,0.773328,CHRNA7,P36544
桃仁,Taoren,Persicae Semen,活血祛瘀药,GA120,MOL001340,1340,370,139,PTGS2,Prostaglandin G/H synthase 2,94,290,0.829745,0.736,0.7828725,PTGS2,P35354
泽漆,Zeqi,Euphorbiae Helioscopiae Herba,利水渗湿药,(2R)-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxychroman-4-one,MOL013425,13425,2012,595,PTGS2,Prostaglandin G/H synthase 2,94,290,0.936565,0.826,0.8812825,PTGS2,P35354
枳实,Zhishi,Aurantii Fructus Immaturus,理气药,Prangenin,MOL013430,13430,3314,1041,PTGS2,Prostaglandin G/H synthase 2,94,290,0.844863,0.784,0.8144315,PTGS2,P35354
白芷,Baizhi,A. Dahurica (Fisch.) Benth. Et Hook,辛温解表药,Prangenin,MOL013430,13430,3314,1041,PTGS2,Prostaglandin G/H synthase 2,94,290,0.844863,0.784,0.8144315,PTGS2,P35354
枳实,Zhishi,Aurantii Fructus Immaturus,理气药,Auraptene,MOL013434,13434,1603,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.899684,0.702,0.800842,CHRM1,P11229
枳实,Zhishi,Aurantii Fructus Immaturus,理气药,Auraptene,MOL013434,13434,1603,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.859427,0.792,0.8257135,PTGS2,P35354
羌活,Qianghuo,Notopterygii Rhizoma Et Radix,辛温解表药,Auraptene,MOL013434,13434,1603,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.899684,0.702,0.800842,CHRM1,P11229
羌活,Qianghuo,Notopterygii Rhizoma Et Radix,辛温解表药,Auraptene,MOL013434,13434,1603,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.859427,0.792,0.8257135,PTGS2,P35354
黄柏,Huangbo,Phellodendri Chinrnsis Cortex,清热燥湿药,Auraptene,MOL013434,13434,1603,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.899684,0.702,0.800842,CHRM1,P11229
黄柏,Huangbo,Phellodendri Chinrnsis Cortex,清热燥湿药,Auraptene,MOL013434,13434,1603,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.859427,0.792,0.8257135,PTGS2,P35354
枳实,Zhishi,Aurantii Fructus Immaturus,理气药,poncimarin,MOL013435,13435,3352,1053,PTGS2,Prostaglandin G/H synthase 2,94,290,0.869626,0.756,0.812813,PTGS2,P35354
枳实,Zhishi,Aurantii Fructus Immaturus,理气药,isoponcimarin,MOL013436,13436,2486,793,PTGS2,Prostaglandin G/H synthase 2,94,290,0.91093,0.796,0.853465,PTGS2,P35354
枳实,Zhishi,Aurantii Fructus Immaturus,理气药,6-Methoxy aurapten,MOL013437,13437,1226,416,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.941654,0.712,0.826827,CHRM1,P11229
枳实,Zhishi,Aurantii Fructus Immaturus,理气药,6-Methoxy aurapten,MOL013437,13437,1226,416,PTGS2,Prostaglandin G/H synthase 2,94,290,0.92891,0.776,0.852455,PTGS2,P35354
枳实,Zhishi,Aurantii Fructus Immaturus,理气药,citrusin A_qt,MOL013439,13439,792,,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.93764,0.7,0.81882,GSK3B,P49841
枳实,Zhishi,Aurantii Fructus Immaturus,理气药,citrusin A_qt,MOL013439,13439,792,,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.904068,0.702,0.803034,MAPK14,Q16539
枳实,Zhishi,Aurantii Fructus Immaturus,理气药,citrusin A_qt,MOL013439,13439,792,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.91043,0.78,0.845215,PTGS2,P35354
枳实,Zhishi,Aurantii Fructus Immaturus,理气药,citrusin B_qt,MOL013441,13441,968,,ACHE,Acetylcholinesterase,165,474,0.845913,0.7,0.7729565,ACHE,P22303
枳实,Zhishi,Aurantii Fructus Immaturus,理气药,citrusin B_qt,MOL013441,13441,968,,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.936135,0.702,0.8190675,GSK3B,P49841
枳实,Zhishi,Aurantii Fructus Immaturus,理气药,citrusin B_qt,MOL013441,13441,968,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.904776,0.744,0.824388,PTGS2,P35354
桃仁,Taoren,Persicae Semen,活血祛瘀药,Methyl-alpha-D-fructofuranoside,MOL001345,1345,3625,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.876231,0.72,0.7981155,PTGS2,P35354
黄药子,Huangyaozi,Dioscoreaebulbiferae,化痰药,Methyl-alpha-D-fructofuranoside,MOL001345,1345,3625,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.876231,0.72,0.7981155,PTGS2,P35354
