中药中文名,中药拼音,中药拉丁名,中药分类（中文）,中药小分子,TCMSP MOL_ID,molecule_ID,小分子全量排名,小分子严格排名,TCMSP靶点Gene Symbol,TCMSP靶点名称,target_ID,DrugBank内部ID,SVM_score,RF_score,边平均分,TCMSP靶点UniProt标准Gene Symbol,TCMSP靶点UniProt编号
马钱子,Maqianzi,Strychni Semen,祛风湿散寒药,SCG,MOL003018,3018,3934,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.834196,0.724,0.779098,PTGS2,P35354
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,9-epi-(E)-caryophyllene,MOL003027,3027,399,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.96718,0.734,0.85059,CHRM1,P11229
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,9-epi-(E)-caryophyllene,MOL003027,3027,399,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.960927,0.754,0.8574635,CHRM2,P08172
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,9-epi-(E)-caryophyllene,MOL003027,3027,399,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.962642,0.736,0.849321,PTGS2,P35354
射干,Shegan,Belamcandae Rhizome,清热解毒药,Eudesmol,MOL003028,3028,1084,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.808854,0.714,0.761427,CHRM2,P08172
射干,Shegan,Belamcandae Rhizome,清热解毒药,Eudesmol,MOL003028,3028,1084,,CHRNA7,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,0.865384,0.702,0.783692,CHRNA7,P36544
射干,Shegan,Belamcandae Rhizome,清热解毒药,Eudesmol,MOL003028,3028,1084,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.827584,0.702,0.764792,GABRA5,P31644
木香,Muxiang,Aucklandiae Radix,理气药,Eudesmol,MOL003028,3028,1084,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.808854,0.714,0.761427,CHRM2,P08172
木香,Muxiang,Aucklandiae Radix,理气药,Eudesmol,MOL003028,3028,1084,,CHRNA7,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,0.865384,0.702,0.783692,CHRNA7,P36544
木香,Muxiang,Aucklandiae Radix,理气药,Eudesmol,MOL003028,3028,1084,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.827584,0.702,0.764792,GABRA5,P31644
满山红,Manshanhong,Rhododendri Daurici Folium,止咳平喘药,Eudesmol,MOL003028,3028,1084,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.808854,0.714,0.761427,CHRM2,P08172
满山红,Manshanhong,Rhododendri Daurici Folium,止咳平喘药,Eudesmol,MOL003028,3028,1084,,CHRNA7,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,0.865384,0.702,0.783692,CHRNA7,P36544
满山红,Manshanhong,Rhododendri Daurici Folium,止咳平喘药,Eudesmol,MOL003028,3028,1084,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.827584,0.702,0.764792,GABRA5,P31644
郁金,Yujin,Curcumae Radix,活血祛瘀药,Eudesmol,MOL003028,3028,1084,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.808854,0.714,0.761427,CHRM2,P08172
郁金,Yujin,Curcumae Radix,活血祛瘀药,Eudesmol,MOL003028,3028,1084,,CHRNA7,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,0.865384,0.702,0.783692,CHRNA7,P36544
郁金,Yujin,Curcumae Radix,活血祛瘀药,Eudesmol,MOL003028,3028,1084,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.827584,0.702,0.764792,GABRA5,P31644
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,Eudesmol,MOL003028,3028,1084,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.808854,0.714,0.761427,CHRM2,P08172
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,Eudesmol,MOL003028,3028,1084,,CHRNA7,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,0.865384,0.702,0.783692,CHRNA7,P36544
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,Eudesmol,MOL003028,3028,1084,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.827584,0.702,0.764792,GABRA5,P31644
乌药,Wuyao,Linderae Radix,理气药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
南沙参,Nanshashen,Adenophprae Ae Radix,补阴药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
吴茱萸,Wuzhuyu,Evodiae Fructus,温里药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
安息香,Anxixiang,Benzoinum,开窍药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
枇杷叶,Pipaye,Eriobotryae Folium,止咳平喘药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
梅花,Meihua,Mume Flos,理气药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
沉香,Chenxiang,Linderae Radix,理气药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
瞿麦,Qumai,Dianthi Herba,利水渗湿药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
石菖蒲,Shichangpu,Acoritataninowii Rhizoma,开窍药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
羌活,Qianghuo,Notopterygii Rhizoma Et Radix,辛温解表药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
肉桂,Rougui,Cinnanmomi Cortex,温里药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
芥子,Jiezi,Sinapis Semen,化痰药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
赤芍,Chishao,Radix Paeoniae Rubra,清热凉血药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,BZM,MOL003032,3032,3837,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.850739,0.722,0.7863695,CHRM1,P11229
茯苓,Fuling,Poria Cocos(Schw.) Wolf.,利水渗湿药,Ethyl glucoside,MOL000304,304,2955,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.8966,0.764,0.8303,PTGS2,P35354
玫瑰花,Meiguihua,Rose Rugosae Flos,理气药,"(5Z,9Z)-6,10,14-trimethylpentadeca-5,9,13-trien-2-one",MOL003043,3043,2617,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.95235,0.74,0.846175,PTGS2,P35354
西河柳,Xiheliu,Tamaricis Cacumen,辛温解表药,"(5Z,9Z)-6,10,14-trimethylpentadeca-5,9,13-trien-2-one",MOL003043,3043,2617,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.95235,0.74,0.846175,PTGS2,P35354
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,"(5Z,9Z)-6,10,14-trimethylpentadeca-5,9,13-trien-2-one",MOL003043,3043,2617,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.95235,0.74,0.846175,PTGS2,P35354
半边莲,Banbianlian,Lobeliae Chinensis Herba,清热解毒药,Chryseriol,MOL003044,3044,465,190,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.94303,0.714,0.828515,GSK3B,P49841
半边莲,Banbianlian,Lobeliae Chinensis Herba,清热解毒药,Chryseriol,MOL003044,3044,465,190,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.93973,0.74,0.839865,MAPK14,Q16539
半边莲,Banbianlian,Lobeliae Chinensis Herba,清热解毒药,Chryseriol,MOL003044,3044,465,190,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93054,0.802,0.86627,PTGS2,P35354
大风子,Dafengzi,Hydnocarpi Anthelminticae Semen,解毒杀虫燥湿止痒药,Chryseriol,MOL003044,3044,465,190,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.94303,0.714,0.828515,GSK3B,P49841
大风子,Dafengzi,Hydnocarpi Anthelminticae Semen,解毒杀虫燥湿止痒药,Chryseriol,MOL003044,3044,465,190,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.93973,0.74,0.839865,MAPK14,Q16539
大风子,Dafengzi,Hydnocarpi Anthelminticae Semen,解毒杀虫燥湿止痒药,Chryseriol,MOL003044,3044,465,190,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93054,0.802,0.86627,PTGS2,P35354
旋覆花,Xuanfuhua,Inulae Flos,化痰药,Chryseriol,MOL003044,3044,465,190,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.94303,0.714,0.828515,GSK3B,P49841
旋覆花,Xuanfuhua,Inulae Flos,化痰药,Chryseriol,MOL003044,3044,465,190,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.93973,0.74,0.839865,MAPK14,Q16539
旋覆花,Xuanfuhua,Inulae Flos,化痰药,Chryseriol,MOL003044,3044,465,190,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93054,0.802,0.86627,PTGS2,P35354
木蝴蝶,Muhudie,Oroxyli Semen,清热解毒药,Chryseriol,MOL003044,3044,465,190,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.94303,0.714,0.828515,GSK3B,P49841
木蝴蝶,Muhudie,Oroxyli Semen,清热解毒药,Chryseriol,MOL003044,3044,465,190,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.93973,0.74,0.839865,MAPK14,Q16539
木蝴蝶,Muhudie,Oroxyli Semen,清热解毒药,Chryseriol,MOL003044,3044,465,190,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93054,0.802,0.86627,PTGS2,P35354
水红花子,Shuihonghuazi,Polygoni Orientalis Fructus,活血祛瘀药,Chryseriol,MOL003044,3044,465,190,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.94303,0.714,0.828515,GSK3B,P49841
水红花子,Shuihonghuazi,Polygoni Orientalis Fructus,活血祛瘀药,Chryseriol,MOL003044,3044,465,190,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.93973,0.74,0.839865,MAPK14,Q16539
水红花子,Shuihonghuazi,Polygoni Orientalis Fructus,活血祛瘀药,Chryseriol,MOL003044,3044,465,190,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93054,0.802,0.86627,PTGS2,P35354
淫羊藿,Yinyanghuo,Epimrdii Herba,补阳药,Chryseriol,MOL003044,3044,465,190,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.94303,0.714,0.828515,GSK3B,P49841
淫羊藿,Yinyanghuo,Epimrdii Herba,补阳药,Chryseriol,MOL003044,3044,465,190,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.93973,0.74,0.839865,MAPK14,Q16539
淫羊藿,Yinyanghuo,Epimrdii Herba,补阳药,Chryseriol,MOL003044,3044,465,190,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93054,0.802,0.86627,PTGS2,P35354
玉米须,Yumixu,Maydis Seigma,利水渗湿药,Chryseriol,MOL003044,3044,465,190,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.94303,0.714,0.828515,GSK3B,P49841
玉米须,Yumixu,Maydis Seigma,利水渗湿药,Chryseriol,MOL003044,3044,465,190,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.93973,0.74,0.839865,MAPK14,Q16539
玉米须,Yumixu,Maydis Seigma,利水渗湿药,Chryseriol,MOL003044,3044,465,190,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93054,0.802,0.86627,PTGS2,P35354
芫荽,Yuansui,Coriandri Sativi Herba,辛温解表药,Chryseriol,MOL003044,3044,465,190,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.94303,0.714,0.828515,GSK3B,P49841
芫荽,Yuansui,Coriandri Sativi Herba,辛温解表药,Chryseriol,MOL003044,3044,465,190,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.93973,0.74,0.839865,MAPK14,Q16539
芫荽,Yuansui,Coriandri Sativi Herba,辛温解表药,Chryseriol,MOL003044,3044,465,190,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93054,0.802,0.86627,PTGS2,P35354
花生衣,Huashengyi,Peanut Skin,收敛止血药,Chryseriol,MOL003044,3044,465,190,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.94303,0.714,0.828515,GSK3B,P49841
花生衣,Huashengyi,Peanut Skin,收敛止血药,Chryseriol,MOL003044,3044,465,190,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.93973,0.74,0.839865,MAPK14,Q16539
花生衣,Huashengyi,Peanut Skin,收敛止血药,Chryseriol,MOL003044,3044,465,190,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93054,0.802,0.86627,PTGS2,P35354
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,Chryseriol,MOL003044,3044,465,190,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.94303,0.714,0.828515,GSK3B,P49841
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,Chryseriol,MOL003044,3044,465,190,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.93973,0.74,0.839865,MAPK14,Q16539
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,Chryseriol,MOL003044,3044,465,190,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93054,0.802,0.86627,PTGS2,P35354
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,Chryseriol,MOL003044,3044,465,190,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.94303,0.714,0.828515,GSK3B,P49841
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,Chryseriol,MOL003044,3044,465,190,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.93973,0.74,0.839865,MAPK14,Q16539
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,Chryseriol,MOL003044,3044,465,190,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93054,0.802,0.86627,PTGS2,P35354
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,Chryseriol,MOL003044,3044,465,190,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.94303,0.714,0.828515,GSK3B,P49841
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,Chryseriol,MOL003044,3044,465,190,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.93973,0.74,0.839865,MAPK14,Q16539
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,Chryseriol,MOL003044,3044,465,190,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93054,0.802,0.86627,PTGS2,P35354
香薷,Xiangru,Moslae Herba,辛温解表药,Chryseriol,MOL003044,3044,465,190,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.94303,0.714,0.828515,GSK3B,P49841
香薷,Xiangru,Moslae Herba,辛温解表药,Chryseriol,MOL003044,3044,465,190,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.93973,0.74,0.839865,MAPK14,Q16539
香薷,Xiangru,Moslae Herba,辛温解表药,Chryseriol,MOL003044,3044,465,190,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93054,0.802,0.86627,PTGS2,P35354
香附,Xiangfu,Cyperi Rhizoma,理气药,Chryseriol,MOL003044,3044,465,190,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.94303,0.714,0.828515,GSK3B,P49841
香附,Xiangfu,Cyperi Rhizoma,理气药,Chryseriol,MOL003044,3044,465,190,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.93973,0.74,0.839865,MAPK14,Q16539
香附,Xiangfu,Cyperi Rhizoma,理气药,Chryseriol,MOL003044,3044,465,190,PTGS2,Prostaglandin G/H synthase 2,94,290,0.93054,0.802,0.86627,PTGS2,P35354
三七,Sanqi,Panax Notoginseng (Burk.) F. H. Chen Ex C. Chow,化瘀止血药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
三七,Sanqi,Panax Notoginseng (Burk.) F. H. Chen Ex C. Chow,化瘀止血药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
乌梅,Wumei,Mume Fructus,收涩药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
乌梅,Wumei,Mume Fructus,收涩药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
乌药,Wuyao,Linderae Radix,理气药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
乌药,Wuyao,Linderae Radix,理气药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
乳香,Ruxiang,Olibanun,活血祛瘀药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
乳香,Ruxiang,Olibanun,活血祛瘀药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
仙鹤草,Xianhecao,Agrimonia Eupatoria,收敛止血药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
仙鹤草,Xianhecao,Agrimonia Eupatoria,收敛止血药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
佛手,Foshou,Citri Sarcodactylis Fructus,理气药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
佛手,Foshou,Citri Sarcodactylis Fructus,理气药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
使君子,Shijunzi,Quisqualis Indica,驱虫药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
使君子,Shijunzi,Quisqualis Indica,驱虫药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
侧柏叶,Cebaiye,Platycladi Cacumen,凉血止血药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
侧柏叶,Cebaiye,Platycladi Cacumen,凉血止血药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
党参,Dangshen,Codonopsis Radix,补气药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
党参,Dangshen,Codonopsis Radix,补气药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
凌霄花,Lingxiaohua,Campsis Flos,活血祛瘀药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
凌霄花,Lingxiaohua,Campsis Flos,活血祛瘀药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
功劳木,Gonglaomu,Mahoniae Caulis,清热解毒药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
功劳木,Gonglaomu,Mahoniae Caulis,清热解毒药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
升麻,Shengma,Cimicifugae Rhizoma,辛凉解表药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
升麻,Shengma,Cimicifugae Rhizoma,辛凉解表药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
半枝莲,Banzhilian,Scutellariae Barbatae Herba,清热解毒药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
半枝莲,Banzhilian,Scutellariae Barbatae Herba,清热解毒药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
夏枯草,Xiakucao,Prunellae Spica,清热泻火药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
夏枯草,Xiakucao,Prunellae Spica,清热泻火药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
山茱萸,Shanzhuyu,Cornus Officinalis Sieb. Et Zucc.,收涩药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
山茱萸,Shanzhuyu,Cornus Officinalis Sieb. Et Zucc.,收涩药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
川槿皮,Chuanjinpi,Cortex Hibisci,清热解毒药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
川槿皮,Chuanjinpi,Cortex Hibisci,清热解毒药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
巴戟天,Bajitian,Morindae Officinalis Radix,补阳药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
巴戟天,Bajitian,Morindae Officinalis Radix,补阳药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
巴豆,Badou,Crotonis Fructus,攻下药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
巴豆,Badou,Crotonis Fructus,攻下药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
月季花,Yuejihua,Mori Cortex,活血祛瘀药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
月季花,Yuejihua,Mori Cortex,活血祛瘀药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
木棉花,Mumianhua,Gossampiniflos,拔毒化腐生肌药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
木棉花,Mumianhua,Gossampiniflos,拔毒化腐生肌药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
木蝴蝶,Muhudie,Oroxyli Semen,清热解毒药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
木蝴蝶,Muhudie,Oroxyli Semen,清热解毒药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
枸杞子,Gouqizi,Lycii Fructus,补阴药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
枸杞子,Gouqizi,Lycii Fructus,补阴药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
枸骨叶,Gouguye,Folium Ilicis Cornutae,清虚热药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
枸骨叶,Gouguye,Folium Ilicis Cornutae,清虚热药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
柏子仁,Baiziren,Platycladi Semen,安神药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
柏子仁,Baiziren,Platycladi Semen,安神药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
柴胡,Chaihu,Radix Bupleuri,辛凉解表药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
柴胡,Chaihu,Radix Bupleuri,辛凉解表药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
栀子,Zhizi,Gardeniae Fructus,清热泻火药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
栀子,Zhizi,Gardeniae Fructus,清热泻火药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
桑白皮,Sangbaipi,Mori Cortex,止咳平喘药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
桑白皮,Sangbaipi,Mori Cortex,止咳平喘药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
楮实子,Chushiziu,Broussonetiae Fructus,补阴药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
楮实子,Chushiziu,Broussonetiae Fructus,补阴药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
槟榔,Binglang,Arecae Semen,驱虫药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
槟榔,Binglang,Arecae Semen,驱虫药,lauric acid,MOL000305,305,1920,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.805368,0.732,0.768684,PTGS2,P35354
沉香,Chenxiang,Linderae Radix,理气药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
