原始行号（去重映射）,molecule_ID,SMILES,STP查询编号,预测状态,去重预测靶点数,Swiss Top1靶点名称,Swiss Top1 Gene Symbol,Swiss Top1概率,STP Job ID,Swiss查询网站,备注,TCMSP MOL_ID,中药小分子,小分子全量排名,小分子严格排名,molecule_ID连接状态
2502,11315,CCOC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,STP02497,成功（100条，已去重）,100,Tyrosine-protein kinase Fyn,FYN,0.8144424917754238,664935123,https://www.swisstargetprediction.ch/result.php?job=664935123&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011315,Etilevodopa,2501,,molecule_ID精确匹配
3453,11317,C[Si](C)(C)OC(=O)c1ccc(CO)o1,STP03447,成功（100条，已去重）,100,Heat shock protein HSP 90-alpha,HSP90AA1,0.0681033334858037,1768037654,https://www.swisstargetprediction.ch/result.php?job=1768037654&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011317,"5-Hydroxymethyl-2-furoic acid, monoTMS",3452,,molecule_ID精确匹配
4027,11319,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC,STP04020,成功（100条，已去重）,100,Protein kinase C delta type,PRKCD,0.7023033084310147,1169820514,https://www.swisstargetprediction.ch/result.php?job=1169820514&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011319,Truflex OBP,4026,1171,molecule_ID精确匹配
4016,1132,CC1=CC[C@H]2[C@H]3[C@@H]1[C@]2(C)CCCC3(C)C,STP04009,成功（100条，已去重）,100,Peroxisome proliferator-activated receptor alpha,PPARA,0.8712429316526469,61906271,https://www.swisstargetprediction.ch/result.php?job=61906271&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL001132,longipinene,4015,,molecule_ID精确匹配
3594,11326,CC1(C)COC(=O)[C@H]1O,STP03588,成功（100条，已去重）,100,Carbonic anhydrase 9,CA9,0.5521116196077474,109246839,https://www.swisstargetprediction.ch/result.php?job=109246839&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011326,L-Pantolactone,3593,,molecule_ID精确匹配
1389,11331,COC1=C(O)CCC([C@H]2c3cc(O)c(OC)cc3C[C@@H](CO)[C@@H]2CO)=C1,STP01387,成功（100条，已去重）,100,17-beta-hydroxysteroid dehydrogenase type 1,HSD17B1,0.5204500940516626,778428094,https://www.swisstargetprediction.ch/result.php?job=778428094&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011331,(+)-isolariciresinol,1388,,molecule_ID精确匹配
3015,11332,[H]c1c([H])c([H])c2c([H])c3c(nc2c1[H])c1c([H])c([H])c([H])c([H])c1[n+]3[H],STP03010,成功（100条，已去重）,100,Toll-like receptor 8,TLR8,0.0256526395611987,1494136914,https://www.swisstargetprediction.ch/result.php?job=1494136914&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011332,"10h-indolo,[3,2-b],quinoline",3014,965,molecule_ID精确匹配
1236,11333,[H]c1c([H])c([H])c2c(=O)[n+]3c(nc2c1[H])C([H])([H])C([H])([H])C3([H])[H],STP01234,成功（100条，已去重）,100,Carbonic anhydrase 9,CA9,0.0242691607623317,1987217361,https://www.swisstargetprediction.ch/result.php?job=1987217361&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011333,"2,3-dihydropyrrolo,[2,1-b],quinazolin-9(1h)-one",1235,,molecule_ID精确匹配
3462,11334,[H]c1c([H])c([H])c2c(=O)[n+]([H])c([H])nc2c1[H],STP03456,成功（100条，已去重）,100,5-hydroxytryptamine receptor 5A,HTR5A,0.0864522435419253,455529099,https://www.swisstargetprediction.ch/result.php?job=455529099&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011334,"4,(3h)-quinazolinone",3461,,molecule_ID精确匹配
2993,11335,O=C1Nc2ccccc2/C1=C1\C(=O)Nc2ccccc21,STP02988,成功（100条，已去重）,100,Protein-glutamine gamma-glutamyltransferase,TGM2,0.9796958854794492,58547987,https://www.swisstargetprediction.ch/result.php?job=58547987&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011335,Isoindigo,2992,959,molecule_ID精确匹配
4094,11337,O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,STP04087,成功（100条，已去重）,100,Aldo-keto reductase family 1 member B1,AKR1B1,0.5245153228156355,1763759613,https://www.swisstargetprediction.ch/result.php?job=1763759613&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011337,Saponarin,4093,,molecule_ID精确匹配
2262,11338,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@H]3c2ccc(O)c(OC)c2)ccc1O,STP02257,成功（100条，已去重）,100,Acetylcholinesterase,ACHE,0.9780749044693228,1452823651,https://www.swisstargetprediction.ch/result.php?job=1452823651&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011338,"4,4'-tetrahydro-1H,3H-furo[3,4-c]furan-1,4-diylbis(2-methoxyphenol)",2261,,molecule_ID精确匹配
3905,11340,CCCC[C@H](CC)COC(=O)[C@@H]1CCCC[C@H]1C(=O)OC[C@@H](CC)CCCC,STP03898,成功（100条，已去重）,100,11-beta-hydroxysteroid dehydrogenase 1,HSD11B1,0.9305840218969028,1628335716,https://www.swisstargetprediction.ch/result.php?job=1628335716&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011340,"(1R,2R)-bis((S)-2-ethylhexyl) cyclohexane-1,2-dicarboxylate",3904,,molecule_ID精确匹配
2127,11349,N#CCc1ccc(O)c(O)c1O,STP02122,成功（100条，已去重）,100,Microtubule-associated protein tau,MAPT,0.4099102949871787,137645015,https://www.swisstargetprediction.ch/result.php?job=137645015&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011349,"2-(2,3,4-trihydroxyphenyl)acetonitrile",2126,,molecule_ID精确匹配
3042,11356,O=C(/C=C/c1ccc(O)cc1)O[C@H]1CC[C@H](C(=O)O)CC1,STP03037,成功（100条，已去重）,100,Induced myeloid leukemia cell differentiation protein Mcl-1,MCL1,0.9135530035722382,1452175872,https://www.swisstargetprediction.ch/result.php?job=1452175872&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011356,"2-propenoic acid,3-(4'-hydroxyphenyl)-(4-carboxyl)-phenyl ester",3041,975,molecule_ID精确匹配
769,11357,CCOC(=O)c1ccc(O)c(OC)c1,STP00768,成功（100条，已去重）,100,17-beta-hydroxysteroid dehydrogenase type 2,HSD17B2,1.0,535340294,https://www.swisstargetprediction.ch/result.php?job=535340294&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011357,Ethyl vanillate,768,,molecule_ID精确匹配
3808,1136,C=C1Cc2occ(C)c2C(=O)C[C@@H](C)C[C@H]2O[C@@H]12,STP03802,成功（100条，已去重）,100,PI3-kinase p110-alpha/p85-alpha,N/A,0.2781260126061046,1047014644,https://www.swisstargetprediction.ch/result.php?job=1047014644&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL001136,"1,2-epoxyfurano-10(15)-germacren-6-one",3807,,molecule_ID精确匹配
3854,11366,CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1,STP03848,成功（100条，已去重）,100,Protein kinase C alpha type,PRKCA,0.8842262420685327,1230639533,https://www.swisstargetprediction.ch/result.php?job=1230639533&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011366,DIBUTYL TEREPHTHALATE,3853,,molecule_ID精确匹配
1555,11373,COC(=O)c1ccc(OC)c(O)c1,STP01552,成功（100条，已去重）,100,Carbonic anhydrase 9,CA9,0.8637764772446781,740540595,https://www.swisstargetprediction.ch/result.php?job=740540595&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011373,methyl 3-hydroxy-4-methoxybenzoate,1554,,molecule_ID精确匹配
2908,11375,CCCCO[C@@]1(CO)OC[C@@H](O)[C@@H](O)[C@@H]1O,STP02903,成功（100条，已去重）,100,Heat shock protein HSP 90-alpha,HSP90AA1,0.9249325513551238,2116721278,https://www.swisstargetprediction.ch/result.php?job=2116721278&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011375,n-butyl-α-D-fructopyranoside,2907,,molecule_ID精确匹配
2492,11376,COc1cc2c(cc1O)CC[N+](C)(C)[C@H]2Cc1ccc(O)c(O)c1,STP02487,成功（100条，已去重）,100,D(2) dopamine receptor,DRD2,0.9856379401634744,1960980648,https://www.swisstargetprediction.ch/result.php?job=1960980648&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011376,semiaquilegine A,2491,,molecule_ID精确匹配
3615,11378,CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C(=O)C2,STP03609,成功（100条，已去重）,100,Prostaglandin E synthase,PTGES,0.8946095713948276,1694913580,https://www.swisstargetprediction.ch/result.php?job=1694913580&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011378,semiaquilegoside A_qt,3614,,molecule_ID精确匹配
1606,1138,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@@H](C)C(C)(C)[C@@H]3CC[C@]12C,STP01603,成功（100条，已去重）,100,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,0.9517405150371364,1777883398,https://www.swisstargetprediction.ch/result.php?job=1777883398&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL001138,"(3R,20S)-3,20-dihydroxydammar- 24-ene",1605,496,molecule_ID精确匹配
518,11388,COc1cc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)ccc1O,STP00517,成功（100条，已去重）,100,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,0.9966121753023652,303199154,https://www.swisstargetprediction.ch/result.php?job=303199154&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011388,Chrysosplenetin,517,,molecule_ID精确匹配
3123,114,COc1cc(C(=O)O)ccc1O,STP03118,成功（100条，已去重）,100,Carbonic anhydrase 14,CA14,0.8940034615202195,981532078,https://www.swisstargetprediction.ch/result.php?job=981532078&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000114,vanillic acid,3122,,molecule_ID精确匹配
3578,1140,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@H]2O[C@@H](CO[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)cc(O)c1O,STP03572,成功（100条，已去重）,100,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,CD38,0.780312680355016,441462137,https://www.swisstargetprediction.ch/result.php?job=441462137&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL001140,petunidin 3-rhamnoglucoside,3577,,molecule_ID精确匹配
1764,1141,CC(=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@]3(C)[C@@H]2C[C@@H](O)[C@@H]2[C@@H]([C@@](C)(O)CCC=C(C)C)[C@@H](O)C[C@]23C)C1(C)C,STP01760,成功（100条，已去重）,100,Prostaglandin G/H synthase 2,PTGS2,0.3256235045188763,33860102,https://www.swisstargetprediction.ch/result.php?job=33860102&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL001141,"(20S)-3β-acetoxy- 12β,16β-trihydroxydammar-24-ene",1763,,molecule_ID精确匹配
3980,11413,C=C[C@H](O)C#CC#C/C=C/[C@@H](O)CCCCCCC,STP03973,成功（100条，已去重）,100,Kappa-type opioid receptor,OPRK1,0.3283735270486754,39411702,https://www.swisstargetprediction.ch/result.php?job=39411702&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011413,"(3S,8E,10S)-heptadeca-1,8-dien-4,6-diyne-3,10-diol",3979,,molecule_ID精确匹配
1667,11416,C=C1[C@H]2C[C@H]2[C@@]2(C)Cc3occ(C)c3C[C@H]12,STP01663,成功（100条，已去重）,100,D(2) dopamine receptor,DRD2,0.9831374217238428,2096269697,https://www.swisstargetprediction.ch/result.php?job=2096269697&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011416,Lindenene,1666,,molecule_ID精确匹配
3061,11417,C=C1[C@H]2CC[C@@H]3[C@@H]2C(C)(C)CCC[C@]13C,STP03056,成功（100条，已去重）,100,Cannabinoid receptor 2,CNR2,0.1826968205911964,138508711,https://www.swisstargetprediction.ch/result.php?job=138508711&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011417,longifolene,3060,,molecule_ID精确匹配
3440,11426,C=C[C@H](O)C#CC#CC[C@H](O)[C@@H](O)CCCCCCC,STP03434,成功（100条，已去重）,100,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,0.1254674527163815,920231760,https://www.swisstargetprediction.ch/result.php?job=920231760&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011426,panaxytriol,3439,,molecule_ID精确匹配
1187,11429,Cc1cc2ncccc2c(C)c1O,STP01185,成功（100条，已去重）,100,Serine/threonine-protein kinase/endoribonuclease IRE1,ERN1,0.7056528962137791,1903754032,https://www.swisstargetprediction.ch/result.php?job=1903754032&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011429,Phlegmariuine-N,1186,,molecule_ID精确匹配
2806,11433,C=C[C@H](O)C#CC#CC[C@@H](O)[C@H](CCCCCCC)OC,STP02801,成功（100条，已去重）,100,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,0.0579669920413487,271465184,https://www.swisstargetprediction.ch/result.php?job=271465184&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011433,polyacetylene PQ-1,2805,,molecule_ID精确匹配
3226,11435,C=C[C@@H](O)C#CC#C[C@@H](O)[C@H](O)[C@H]1O[C@H]1CCCCCCC,STP03221,成功（100条，已去重）,100,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,0.0471279608816187,167546363,https://www.swisstargetprediction.ch/result.php?job=167546363&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011435,PQ-2,3225,1020,molecule_ID精确匹配
1001,11436,C/C=C\C[C@H]1[C@@H](OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C,STP01000,成功（100条，已去重）,100,ATP-dependent translocase ABCB1,ABCB1,0.2480437594687931,988907265,https://www.swisstargetprediction.ch/result.php?job=988907265&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011436,Praeruptorin A,1000,,molecule_ID精确匹配
1394,11440,Cc1ncc(CO)c(CO)c1O,STP01392,成功（100条，已去重）,100,E3 ubiquitin-protein ligase TRIM33,TRIM33,0.8752476802070885,497339412,https://www.swisstargetprediction.ch/result.php?job=497339412&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011440,vitamin b6,1393,,molecule_ID精确匹配
3416,11445,CC1=CC[C@@]23C[C@H]1C(C)(C)[C@@H]2CC[C@H]3C,STP03410,成功（100条，已去重）,100,Peroxisome proliferator-activated receptor alpha,PPARA,0.1751286878237185,2005183516,https://www.swisstargetprediction.ch/result.php?job=2005183516&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011445,α-cedrene,3415,,molecule_ID精确匹配
3049,11448,OCCOc1ccc(C2CCCCC2)cc1,STP03044,成功（100条，已去重）,100,Arachidonate 5-lipoxygenase-activating protein,ALOX5AP,0.9119180917665908,1976824623,https://www.swisstargetprediction.ch/result.php?job=1976824623&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011448,2-(4-cyclohexylphenoxy)ethanol,3048,,molecule_ID精确匹配
2182,11457,COc1c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c2c1=O,STP02177,成功（100条，已去重）,100,Amyloid-beta precursor protein,APP,0.9789150503403978,1173940798,https://www.swisstargetprediction.ch/result.php?job=1173940798&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011457,3-Methoxyherbacetin,2181,,molecule_ID精确匹配
3469,11462,CCC[C@H](CC)c1ccccc1,STP03463,成功（100条，已去重）,100,Receptor-interacting serine/threonine-protein kinase 1,RIPK1,0.8952874075269757,1255911664,https://www.swisstargetprediction.ch/result.php?job=1255911664&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011462,3-phenylhexane,3468,,molecule_ID精确匹配
1820,11469,O=C(/C=C\c1ccc(O)cc1)OCCc1ccc(O)cc1,STP01815,成功（100条，已去重）,100,"Carbonic anhydrase 5B, mitochondrial",CA5B,1.0,1262092551,https://www.swisstargetprediction.ch/result.php?job=1262092551&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011469,trans-p-hydroxyphenylethanol-p-β-coumarate,1819,,molecule_ID精确匹配
2998,11478,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H](O)C2,STP02993,成功（100条，已去重）,100,Muscarinic acetylcholine receptor M3,CHRM3,0.9863507290686834,1981464191,https://www.swisstargetprediction.ch/result.php?job=1981464191&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011478,Anisodamine,2997,,molecule_ID精确匹配
1114,11491,COc1ccc(C(=O)O[C@H]2C[C@H]3CC[C@@H](C2)N3C)cc1,STP01113,成功（100条，已去重）,100,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,0.9135016869816748,788803198,https://www.swisstargetprediction.ch/result.php?job=788803198&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011491,Datumetine,1113,370,molecule_ID精确匹配
3035,1150,CC(=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@]3(C)[C@@H]2C[C@@H](O)[C@@H]2[C@@H]([C@@](C)(O)C/C=C/C(C)(C)O)[C@@H](O)C[C@]23C)C1(C)C,STP03030,成功（100条，已去重）,100,Coagulation factor X,F10,0.2812532072889398,1895547484,https://www.swisstargetprediction.ch/result.php?job=1895547484&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL001150,3β-acetoxy-16β-hydroxydammar-24-ene,3034,,molecule_ID精确匹配
29,11524,COC(=O)[C@H](CO)c1ccccc1,STP00028,成功（100条，已去重）,100,Cytochrome P450 4A11,CYP4A11,0.8816699585081856,1200958865,https://www.swisstargetprediction.ch/result.php?job=1200958865&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011524,methyl (2S)-3-hydroxy-2-phenylpropanoate,28,,molecule_ID精确匹配
3438,11525,O=C(O[C@@H]1C[C@H]2CC[C@@H](C1)N2)[C@H](CO)c1ccccc1,STP03432,成功（100条，已去重）,100,Muscarinic acetylcholine receptor M3,CHRM3,0.9923193060495358,108908808,https://www.swisstargetprediction.ch/result.php?job=108908808&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011525,Norhyoscyamine,3437,,molecule_ID精确匹配
1620,11534,O=C(O)[C@H](CO)c1ccccc1,STP01617,成功（100条，已去重）,100,Aldo-keto reductase family 1 member C2,AKR1C2,0.8648198122202367,355502691,https://www.swisstargetprediction.ch/result.php?job=355502691&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011534,(S)-tropic acid,1619,,molecule_ID精确匹配
1322,11545,N[C@H](c1ccccc1)[C@H](N)c1ccccc1,STP01320,成功（100条，已去重）,100,Lysine-specific histone demethylase 1A,KDM1A,0.7933811640778935,584376688,https://www.swisstargetprediction.ch/result.php?job=584376688&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011545,"(1R,2R)-1,2-Diphenylethylenediamine",1321,,molecule_ID精确匹配
1687,11549,C[C@@H]1CC(=O)c2c(O)cccc21,STP01683,成功（100条，已去重）,100,Aromatase,CYP19A1,0.6590646316793589,1938974809,https://www.swisstargetprediction.ch/result.php?job=1938974809&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011549,"2,3-dihydro-7-hydroxy-3-methyl-1H-inden-1-one",1686,,molecule_ID精确匹配
1192,11554,CC(C)[C@]1(C)CC[C@H](C)CC1=O,STP01190,成功（100条，已去重）,100,Carbonic anhydrase 4,CA4,0.9030273633540572,580883600,https://www.swisstargetprediction.ch/result.php?job=580883600&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011554,"2-isopropyl-2,5-dimethyl-cyclohexanone",1191,,molecule_ID精确匹配
1363,11555,CC(C)(O)Cc1ccccc1,STP01361,成功（100条，已去重）,100,Transient receptor potential cation channel subfamily A member 1,TRPA1,0.6865471017988155,233312218,https://www.swisstargetprediction.ch/result.php?job=233312218&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011555,DMBC,1362,,molecule_ID精确匹配
4036,11557,CCCCCCCCCCCC[C@@H](C)c1ccccc1,STP04029,成功（100条，已去重）,100,Receptor-interacting serine/threonine-protein kinase 1,RIPK1,0.9252728505028514,1115326383,https://www.swisstargetprediction.ch/result.php?job=1115326383&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011557,2-phenyltetradecane,4035,,molecule_ID精确匹配
524,1156,CO[C@H]1C[C@@H]2C(C)=CC(=O)c3c(C)coc3[C@H]2[C@@H]1C,STP00523,成功（100条，已去重）,100,Amyloid-beta precursor protein,APP,0.2350225851095763,445539238,https://www.swisstargetprediction.ch/result.php?job=445539238&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL001156,3-methoxyfuranoguaia-9- en-8-one,523,216,molecule_ID精确匹配
3850,11560,CC1(C)C(=O)CC[C@]2(C)CCCC=C12,STP03844,成功（100条，已去重）,100,Aromatase,CYP19A1,0.9324010888526406,1094236863,https://www.swisstargetprediction.ch/result.php?job=1094236863&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011560,"3,4,4a,5,6,7-hexahydro-1,1,4a-trimethyl-2(1H)-napthalenone",3849,,molecule_ID精确匹配
2851,11562,CCCC(CC)CC,STP02846,成功（100条，已去重）,100,Sex hormone-binding globulin,SHBG,0.3789266725264547,793467313,https://www.swisstargetprediction.ch/result.php?job=793467313&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011562,3-Ethylhexane,2850,,molecule_ID精确匹配
1460,11564,CC(=O)[C@@H](C)O,STP01457,成功（100条，已去重）,100,Aldo-keto reductase family 1 member B1,AKR1B1,0.4331761676579673,1582395529,https://www.swisstargetprediction.ch/result.php?job=1582395529&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011564,HBR,1459,,molecule_ID精确匹配
1042,11568,C[C@@H]1CC=C2[C@H](C)C(=O)O[C@@H]2C1,STP01041,成功（100条，已去重）,100,Neuronal acetylcholine receptor; alpha3/beta4,N/A,0.7911755488159987,777955036,https://www.swisstargetprediction.ch/result.php?job=777955036&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011568,"5,6,7,7a-tetrahydro-4,4,7a-trimethy-2(4H)-benzofuranone",1041,,molecule_ID精确匹配
882,1157,CO[C@H]1/C=C(\C)Cc2occ(C)c2C(=O)C[C@H](C)C1,STP00881,成功（100条，已去重）,100,Amyloid-beta precursor protein,APP,0.4668928204566229,559647640,https://www.swisstargetprediction.ch/result.php?job=559647640&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL001157,"(6R,8R,9E)-8-methoxy-3,6,10-trimethyl-6,7,8,11-tetrahydro-5H-cyclodeca[b]furan-4-one",881,,molecule_ID精确匹配
2431,11573,O=C(O)c1cc(=O)c2cc(O)ccc2[nH]1,STP02426,成功（100条，已去重）,100,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,0.8145125778940168,1007028169,https://www.swisstargetprediction.ch/result.php?job=1007028169&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL011573,6-Hydroxykynurenate,2430,,molecule_ID精确匹配
