原始行号（去重映射）,molecule_ID,SMILES,STP查询编号,预测状态,去重预测靶点数,Swiss Top1靶点名称,Swiss Top1 Gene Symbol,Swiss Top1概率,STP Job ID,Swiss查询网站,备注,TCMSP MOL_ID,中药小分子,小分子全量排名,小分子严格排名,molecule_ID连接状态
2267,6443,COc1cc2c(cc1O)-c1cc3ccc(O)c(OC)c3c[n+]1CC2,STP02262,成功（100条，已去重）,100,Acetylcholinesterase,ACHE,0.9920644632990356,409660223,https://www.swisstargetprediction.ch/result.php?job=409660223&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006443,stepharanine,2266,704,molecule_ID精确匹配
135,6444,COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(OC)c3C[N@@+]1(C)CC2,STP00134,成功（100条，已去重）,100,5-hydroxytryptamine receptor 1A,HTR1A,0.9915817852744776,317242123,https://www.swisstargetprediction.ch/result.php?job=317242123&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006444,S-trans-N-methyltetrahydrocolumbamine,134,,molecule_ID精确匹配
2249,6447,COc1cc2c(cc1O)CC[n+]1cc3c(OC)c(O)ccc3cc1-2,STP02244,成功（100条，已去重）,100,Acetylcholinesterase,ACHE,0.9915709234315332,1674346783,https://www.swisstargetprediction.ch/result.php?job=1674346783&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006447,dehydrodiscretamine,2248,700,molecule_ID精确匹配
315,645,Cc1cc2c(cn1)C(=O)OCC2,STP00314,成功（100条，已去重）,100,Adenosine receptor A3,ADORA3,0.3666931749904081,1646184395,https://www.swisstargetprediction.ch/result.php?job=1646184395&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000645,Gentianidine,314,,molecule_ID精确匹配
3991,6450,C[C@]12C[C@H](c3ccoc3)OC(=O)[C@@H]1CC[C@@]1(C)[C@@H]2[C@@H]2C=C[C@@]1(O)C(=O)O2,STP03984,成功（100条，已去重）,100,Heat shock protein HSP 90-alpha,HSP90AA1,0.7847859633913145,836662365,https://www.swisstargetprediction.ch/result.php?job=836662365&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006450,tinoside_qt,3990,1164,molecule_ID精确匹配
3044,6451,Oc1cc(O)c2ccccc2c1,STP03039,成功（100条，已去重）,100,Ribosyldihydronicotinamide dehydrogenase [quinone],NQO2,1.0,148628495,https://www.swisstargetprediction.ch/result.php?job=148628495&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006451,WLN: L66J BQ DQ,3043,,molecule_ID精确匹配
2024,6453,COc1cc(O)c2c(c1)C(=O)c1cc(O)c(O)cc1C2=O,STP02019,成功（100条，已去重）,100,DNA repair nuclease/redox regulator APEX1,APEX1,0.0631267734775689,383900806,https://www.swisstargetprediction.ch/result.php?job=383900806&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006453,"1,6,7-Trihydroxy-3-methoxy-anthraquinone",2023,,molecule_ID精确匹配
1969,6457,COc1cc2c(c(O)c1CO)C(=O)c1cccc(O)c1C2=O,STP01964,成功（100条，已去重）,100,Neutrophil elastase,ELANE,0.9332709880761708,835258951,https://www.swisstargetprediction.ch/result.php?job=835258951&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006457,1-hydroxy-2-hydroxymethy-3-methoxyanthraquinine,1968,,molecule_ID精确匹配
2992,6461,O=C(O)c1c(Cc2ccccc2)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,STP02987,成功（100条，已去重）,100,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,0.8965656289179015,449227268,https://www.swisstargetprediction.ch/result.php?job=449227268&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006461,"2-benzyl-4,6-dihydroxy benzoic acid-6-O-β-D-glucopyranoside",2991,,molecule_ID精确匹配
2141,6462,O=C(O)c1c(O)cc(O)cc1Cc1ccccc1,STP02136,成功（100条，已去重）,100,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,0.6580034706604474,1268104865,https://www.swisstargetprediction.ch/result.php?job=1268104865&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006462,"2-benzyl-4,6-dihydroxy benzoic acid-6-O-β-D-glucopyranoside_qt",2140,,molecule_ID精确匹配
4112,6463,CC(=O)c1c(C)cc2cc(O)cc(OCC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)c2c1O,STP04105,成功（100条，已去重）,100,Cannabinoid receptor 2,CNR2,0.1240238729600416,1854107307,https://www.swisstargetprediction.ch/result.php?job=1854107307&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006463,"6-hydroxymusizin,8-o-beta-d-glucoside",4111,,molecule_ID精确匹配
3607,6468,COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,STP03601,成功（100条，已去重）,100,Estrogen receptor,ESR1,0.9899402945271129,1898252372,https://www.swisstargetprediction.ch/result.php?job=1898252372&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006468,Anthraglycoside A,3606,,molecule_ID精确匹配
2674,6469,O=C1c2ccccc2C(=O)c2ccccc21,STP02669,成功（100条，已去重）,100,M-phase inducer phosphatase 2,CDC25B,1.0,1983286783,https://www.swisstargetprediction.ch/result.php?job=1983286783&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006469,Morkit,2673,,molecule_ID精确匹配
251,6471,COC1=C(O)C(C)=C[C@H]2C(=O)c3cc(O)c(OC)c(O)c3C(=O)[C@@H]12,STP00250,成功（100条，已去重）,100,Acetylcholinesterase,ACHE,0.7664270606239029,162200097,https://www.swisstargetprediction.ch/result.php?job=162200097&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006471,"aurantio-obtusin,6-o-beta-d-glucoside_qt",250,,molecule_ID精确匹配
2304,6472,COc1c(O)cc2c(c1O)C(=O)c1c(cc(C)c(O)c1OC)C2=O,STP02299,成功（100条，已去重）,100,Tyrosine-protein kinase Lck,LCK,0.9511431339368924,2030451116,https://www.swisstargetprediction.ch/result.php?job=2030451116&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006472,Aurantio-obtusin,2303,724,molecule_ID精确匹配
3214,6473,Cc1cc(=O)c2c(O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc3cc2o1,STP03209,成功（100条，已去重）,100,Tumor necrosis factor,TNF,0.7431236408535777,187724705,https://www.swisstargetprediction.ch/result.php?job=187724705&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006473,Cassiaside A,3213,,molecule_ID精确匹配
2341,6475,COc1cc2c(c(O)c1OC)C(=O)c1c(cc(C)c(O)c1OC)C2=O,STP02336,成功（100条，已去重）,100,Neutrophil elastase,ELANE,0.9738089842991664,1472509679,https://www.swisstargetprediction.ch/result.php?job=1472509679&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006475,Obtusin,2340,738,molecule_ID精确匹配
1398,648,C=Cc1cncc2c1CCOC2=O,STP01396,成功（100条，已去重）,100,Adenosine receptor A3,ADORA3,0.1732170603474545,1485374176,https://www.swisstargetprediction.ch/result.php?job=1485374176&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000648,Gentianine,1397,,molecule_ID精确匹配
4124,6481,COc1c(O[C@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c(C)cc2c1C(=O)c1c(O)cccc1C2=O,STP04117,成功（100条，已去重）,100,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,0.957715579999087,677289747,https://www.swisstargetprediction.ch/result.php?job=677289747&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006481,gluco-obtusifolin,4123,1183,molecule_ID精确匹配
626,6482,C=C1Cc2cc3cc(OC)cc(O)c3c(O)c2C(=O)O1,STP00625,成功（100条，已去重）,100,Prostaglandin G/H synthase 2,PTGS2,0.4816704286803072,603837949,https://www.swisstargetprediction.ch/result.php?job=603837949&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006482,"9,10-dihydroxy-7-methoxy-3-methylene-4H-benzo[g]isochromen-1-one",625,258,molecule_ID精确匹配
2245,6486,COc1cc2c(c(OC)c1O)C(=O)c1c(cc(C)c(O)c1OC)C2=O,STP02240,成功（100条，已去重）,100,Neutrophil elastase,ELANE,0.973514788607449,1710974466,https://www.swisstargetprediction.ch/result.php?job=1710974466&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006486,obtusin,2244,698,molecule_ID精确匹配
1939,6488,COc1cc(O)cc2c1C(=O)c1c(O)cc(C)cc1C2=O,STP01934,成功（100条，已去重）,100,Neutrophil elastase,ELANE,0.9840994195697212,722038770,https://www.swisstargetprediction.ch/result.php?job=722038770&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006488,Questin,1938,,molecule_ID精确匹配
2363,6489,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,STP02358,成功（100条，已去重）,100,Amine oxidase [flavin-containing] A,MAOA,1.0,723185082,https://www.swisstargetprediction.ch/result.php?job=723185082&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006489,Quinizarin,2362,744,molecule_ID精确匹配
953,649,Cc1nccc2c1[C@@H](O)OCC2,STP00952,成功（100条，已去重）,100,Adenosine receptor A3,ADORA3,0.1988956340574914,1349293559,https://www.swisstargetprediction.ch/result.php?job=1349293559&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000649,gentiatibetine,952,,molecule_ID精确匹配
1410,65,N[C@@H](CC(=O)O)C(=O)O,STP01408,成功（100条，已去重）,100,Excitatory amino acid transporter 1,SLC1A3,1.0,157967628,https://www.swisstargetprediction.ch/result.php?job=157967628&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000065,ASI,1409,,molecule_ID精确匹配
4077,650,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)OCC[C@H]21,STP04070,成功（100条，已去重）,100,Signal transducer and activator of transcription 3,STAT3,0.9449055554529416,1361659833,https://www.swisstargetprediction.ch/result.php?job=1361659833&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000650,"1H,3H-Pyrano(3,4-c)pyran-1-one, 5-ethenyl-6-(beta-D-glucopyranosyloxy)-4,4a,5,6-tetrahydro-, (4aS-(4aalpha,5beta,6alpha))-",4076,,molecule_ID精确匹配
2272,6505,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,STP02267,成功（100条，已去重）,100,"Carbonic anhydrase 5B, mitochondrial",CA5B,1.0,441680284,https://www.swisstargetprediction.ch/result.php?job=441680284&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006505,(-)-epicatechin,2271,,molecule_ID精确匹配
3975,652,C[C@@H]1c2cnccc2C[C@H]1O,STP03968,成功（100条，已去重）,100,Sigma non-opioid intracellular receptor 1,SIGMAR1,0.4750873813938037,1652851432,https://www.swisstargetprediction.ch/result.php?job=1652851432&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000652,Venoterpine,3974,,molecule_ID精确匹配
3386,6527,Cn1cnc2c1c(=O)[nH]c(=O)n2C,STP03380,成功（100条，已去重）,100,Adenosine receptor A2b,ADORA2B,0.8635084892166813,1197503625,https://www.swisstargetprediction.ch/result.php?job=1197503625&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006527,theobromine,3385,,molecule_ID精确匹配
3530,655,C[C@@H]1[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C(C(=O)O)[C@H]2C[C@@H]1O,STP03524,成功（100条，已去重）,100,Signal transducer and activator of transcription 3,STAT3,0.938430523194447,1370612536,https://www.swisstargetprediction.ch/result.php?job=1370612536&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000655,Loganic acid,3529,,molecule_ID精确匹配
3927,6553,O=C(/C=C\c1ccc(O)cc1)OC[C@@H]1O[C@H](OCCc2ccc(O)cc2)[C@H](O)[C@H](O)[C@H]1O,STP03920,成功（100条，已去重）,100,Beta-secretase 1,BACE1,0.9863156754628096,1494086420,https://www.swisstargetprediction.ch/result.php?job=1494086420&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006553,osmanthuside B6_qt,3926,,molecule_ID精确匹配
2894,657,CC(C)=CCc1c(O)c(CC=C(C)C)c2c(c1O)C(=O)C[C@H](c1ccc(O)cc1O)O2,STP02889,成功（100条，已去重）,100,"Indoleamine 2,3-dioxygenase 1",IDO1,0.9983064240461396,1641120628,https://www.swisstargetprediction.ch/result.php?job=1641120628&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000657,Kushenol E,2893,,molecule_ID精确匹配
954,6574,O=C(/C=C/c1ccccc1O)c1ccccc1,STP00953,成功（100条，已去重）,100,Cytochrome P450 1B1,CYP1B1,0.9588287720328194,59943787,https://www.swisstargetprediction.ch/result.php?job=59943787&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006574,2-Hydroxychalcone,953,,molecule_ID精确匹配
4035,6581,CCCCCCCCCCCCCc1cc(=O)c2c(O)c(C)c(O)c(C)c2o1,STP04028,成功（100条，已去重）,100,5-hydroxytryptamine receptor 2B,HTR2B,0.8086689173041383,1451582677,https://www.swisstargetprediction.ch/result.php?job=1451582677&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006581,"2-n-tridecyl-5,7-dihydroxy-6,8-dimethyl chromone",4034,,molecule_ID精确匹配
3117,6585,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3O)oc12,STP03112,成功（100条，已去重）,100,Maltase-glucoamylase,MGAM,0.7234556422268461,1446582026,https://www.swisstargetprediction.ch/result.php?job=1446582026&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006585,Kushenol I,3116,,molecule_ID精确匹配
1468,6589,CC(C)=CCc1cc(/C=C/C(=O)O)cc(CC=C(C)C)c1O,STP01465,成功（100条，已去重）,100,Aldo-keto reductase family 1 member C3,AKR1C3,1.0,908183465,https://www.swisstargetprediction.ch/result.php?job=908183465&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006589,Artepillin C,1467,,molecule_ID精确匹配
1595,6591,CCCCCc1cc2c(c(O)c1C(=O)O)[C@@H]1C=C(C)CC[C@H]1C(C)(C)O2,STP01592,成功（100条，已去重）,100,Transient receptor potential cation channel subfamily M member 8,TRPM8,1.0,297790131,https://www.swisstargetprediction.ch/result.php?job=297790131&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006591,Thc-9-cooh,1594,,molecule_ID精确匹配
2974,6592,CC(C)=CCc1cc2ccc(=O)oc2cc1O,STP02969,成功（100条，已去重）,100,Carbonic anhydrase 13,CA13,0.959344325625944,380544184,https://www.swisstargetprediction.ch/result.php?job=380544184&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006592,7-Demethylsuberosin,2973,,molecule_ID精确匹配
228,6594,CN[C@@H](C)[C@H](O)c1ccccc1,STP00227,成功（100条，已去重）,100,Sodium-dependent serotonin transporter,SLC6A4,0.9035899783721484,192155891,https://www.swisstargetprediction.ch/result.php?job=192155891&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006594,Eciphin,227,,molecule_ID精确匹配
1251,6595,O=C1C[C@H](c2ccccc2)Oc2ccccc21,STP01249,成功（100条，已去重）,100,Amine oxidase [flavin-containing] B,MAOB,1.0,313634383,https://www.swisstargetprediction.ch/result.php?job=313634383&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006595,(2R)-flavanone,1250,,molecule_ID精确匹配
1290,6596,CC1(C)C=Cc2c(ccc3c2OC[C@@]2(O)c4ccc(O)cc4O[C@@H]32)O1,STP01288,成功（100条，已去重）,100,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,0.9884559677346108,21599993,https://www.swisstargetprediction.ch/result.php?job=21599993&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006596,Glyceollin,1289,437,molecule_ID精确匹配
2100,6597,O=C(O)Cc1cc(O)ccc1O,STP02095,成功（100条，已去重）,100,Aldo-keto reductase family 1 member B1,AKR1B1,0.6396497796195036,1337504045,https://www.swisstargetprediction.ch/result.php?job=1337504045&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006597,OMD,2099,,molecule_ID精确匹配
505,6599,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc2c1CC=C(C)C,STP00504,成功（100条，已去重）,100,"cGMP-specific 3',5'-cyclic phosphodiesterase",PDE5A,0.9904116159223384,718541319,https://www.swisstargetprediction.ch/result.php?job=718541319&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006599,"3,4',5-Trihydroxy-7-methoxy-8-isopente-nylflavone",504,,molecule_ID精确匹配
1416,66,C=C1CC[C@@H]2[C@H]([C@H]3[C@@H](C)CC[C@@H]13)C2(C)C,STP01414,成功（100条，已去重）,100,Peroxisome proliferator-activated receptor alpha,PPARA,0.1557785602086079,1236103170,https://www.swisstargetprediction.ch/result.php?job=1236103170&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000066,alloaromadedrene,1415,,molecule_ID精确匹配
638,6600,CC(C)=CCc1c(O)ccc(C(=O)/C=C/c2ccccc2)c1O,STP00637,成功（100条，已去重）,100,"Dihydroorotate dehydrogenase (quinone), mitochondrial",DHODH,0.9871211099379764,2110789398,https://www.swisstargetprediction.ch/result.php?job=2110789398&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006600,"1-[2,4-dihydroxy-3-(3-methylbut-2-enyl)phenyl]-3-phenylprop-2-en-1-one",637,,molecule_ID精确匹配
3216,6602,C=C(C)[C@@H](CC=C(C)C)Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1OC)O2,STP03211,成功（100条，已去重）,100,Beta-secretase 1,BACE1,0.9969018337661908,1570406797,https://www.swisstargetprediction.ch/result.php?job=1570406797&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006602,isokurarinone,3215,,molecule_ID精确匹配
759,6603,O=C(/C=C/c1ccc(O)cc1)c1c(O)cccc1O,STP00758,成功（100条，已去重）,100,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,0.9888972605561828,1024394394,https://www.swisstargetprediction.ch/result.php?job=1024394394&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006603,"(E)-1-(2,6-dihydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one",758,,molecule_ID精确匹配
2143,6604,COc1cc(O)c(CC=C(C)C)c2c1C(=O)C[C@@H](c1ccc(O)cc1)O2,STP02138,成功（100条，已去重）,100,Estrogen receptor,ESR1,0.9979962341167828,1147784980,https://www.swisstargetprediction.ch/result.php?job=1147784980&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006604,(2S)-7-hydroxy-2-(4-hydroxyphenyl)-5-methoxy-8-(3-methylbut-2-enyl)chroman-4-one,2142,653,molecule_ID精确匹配
3701,6605,CC[C@H](C)[C@H](CC=C(C)C)CCc1c(O)cc(O)c2c1O[C@@H](c1ccc(O)cc1O)CC2=O,STP03695,成功（100条，已去重）,100,Voltage-dependent T-type calcium channel subunit alpha-1H,CACNA1H,0.9868969215775222,1670145708,https://www.swisstargetprediction.ch/result.php?job=1670145708&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006605,"kosamol,q",3700,,molecule_ID精确匹配
3461,6606,C=C(C)[C@H](CC=C(C)C)CCc1c(O)cc(OCC)c2c1O[C@@H](c1ccccc1O)CC2=O,STP03455,成功（100条，已去重）,100,Cholinesterase,BCHE,0.9914761241750674,815753215,https://www.swisstargetprediction.ch/result.php?job=815753215&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006606,"kosamol,r",3460,,molecule_ID精确匹配
3137,6607,C=C(C)[C@@H](CC=C(C)C)Cc1c(O)cc(OC)c2c1O[C@@H](c1ccc(O)cc1O)CC2=O,STP03132,成功（100条，已去重）,100,Beta-secretase 1,BACE1,0.9984081942352916,352336178,https://www.swisstargetprediction.ch/result.php?job=352336178&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006607,kurarainone,3136,,molecule_ID精确匹配
3318,6608,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(OC)c(C(=O)/C=C/c2ccc(O)cc2O)c1O,STP03312,成功（100条，已去重）,100,Prostaglandin G/H synthase 1,PTGS1,1.0,2077814811,https://www.swisstargetprediction.ch/result.php?job=2077814811&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006608,kuraridin,3317,,molecule_ID精确匹配
4078,6609,C=C(C)[C@H](CC=C(C)C)CCc1c(O)cc2c(c1O)C(=O)C(O)=C(c1ccc(O)cc1O)[C@@H]2OCC,STP04071,成功（100条，已去重）,100,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,0.0983893362685195,2044481373,https://www.swisstargetprediction.ch/result.php?job=2044481373&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006609,kuraridine,4077,,molecule_ID精确匹配
3665,6611,C=C(C)[C@H](CCC(C)(C)O)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)CC2=O,STP03659,成功（100条，已去重）,100,Beta-secretase 1,BACE1,0.9799911329204848,1386203586,https://www.swisstargetprediction.ch/result.php?job=1386203586&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006611,kurarinol,3664,,molecule_ID精确匹配
3175,6612,C=C(C)[C@H](C=C(C)C)Cc1c(O)cc(OC)c(C(=O)/C=C/c2ccc(O)cc2O)c1O,STP03170,成功（100条，已去重）,100,Prostaglandin G/H synthase 1,PTGS1,0.9901780558395518,1286910096,https://www.swisstargetprediction.ch/result.php?job=1286910096&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006612,kurarinone,3174,,molecule_ID精确匹配
2167,6613,COc1cc2c(cc1O)O[C@@H]1c3ccc(O)cc3OC[C@H]21,STP02162,成功（100条，已去重）,100,Amine oxidase [flavin-containing] B,MAOB,0.9449249368193696,314105263,https://www.swisstargetprediction.ch/result.php?job=314105263&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006613,kushenin,2166,663,molecule_ID精确匹配
2468,6614,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccccc1O)CC2=O,STP02463,成功（100条，已去重）,100,Beta-secretase 1,BACE1,1.0,1817347138,https://www.swisstargetprediction.ch/result.php?job=1817347138&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006614,kushenol A,2467,,molecule_ID精确匹配
3157,6616,C=C(C)[C@@H](CC=C(C)C)Cc1c(O)cc(OC)c(C(=O)/C=C/c2ccc(O)cc2OC)c1O,STP03152,成功（100条，已去重）,100,Prostaglandin G/H synthase 1,PTGS1,0.995989547811792,258485955,https://www.swisstargetprediction.ch/result.php?job=258485955&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006616,kushenol D,3156,,molecule_ID精确匹配
3420,6617,C=C(C)[C@@H](CC=C(C)C)Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1O)O2,STP03414,成功（100条，已去重）,100,Prostaglandin G/H synthase 1,PTGS1,0.9962276481273624,1432301416,https://www.swisstargetprediction.ch/result.php?job=1432301416&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL006617,kushenol F,3419,,molecule_ID精确匹配
