原始行号（去重映射）,molecule_ID,SMILES,STP查询编号,预测状态,去重预测靶点数,中药数,TCMSP_MOL_ID数,分子名称数,molecule_ID连接状态,SMILES审计
2664,1427,CC1=C(CCC2=CC=[O+][CH]2)[C@@]2(C)CCCC(C)(C)C2=C(O)C1=O,STP02659,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2222,1429,COc1cc(O)cc(OC)c1O,STP02217,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2376,1431,[H]c1c(OC([H])([H])[H])c([H])c2c(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])[n+]([H])c2c1[H],STP02371,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1814,1433,CC(=O)OC[C@]1(C)[C@@H](OC(C)=O)CC[C@@]2(C)[C@H]1C(=O)[C@H](O)[C@@H](C)[C@]2(O)CCc1ccoc1,STP01809,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4023,1436,C[C@@]1(O)C[C@H](O)[C@H]2C=CO[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]21,STP04016,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1086,1437,C[C@@]1(O)C[C@H](O)[C@H]2C=CO[C@H](O)[C@H]21,STP01085,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2959,1439,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,STP02954,成功（100条，已去重）,100,13.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
970,1441,N=C(N)NCCCC(=O)O,STP00969,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1698,1442,C/C(=C\CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,STP01694,成功（100条，已去重）,100,35.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2276,1447,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,STP02271,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1056,1452,O=Cc1ccc(O)c(O)c1,STP01055,成功（100条，已去重）,100,15.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2236,1454,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,STP02231,成功（100条，已去重）,100,12.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
461,1455,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,STP00460,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1578,1456,O=C(O)CC(O)(CC(=O)O)C(=O)O,STP01575,成功（100条，已去重）,100,30.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1160,1457,COc1cc2c(cc1O)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,STP01159,成功（100条，已去重）,100,7.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2646,1458,c1c2c(cc3c1OCO3)-c1cc3ccc4c(c3c[n+]1CC2)OCO4,STP02641,成功（100条，已去重）,100,11.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2754,1459,Cc1c2[n+](cc3c4c(ccc13)OCO4)CCc1cc3c(cc1-2)OCO3,STP02749,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1097,1460,COc1cc2c(cc1OC)C(=O)Cc1ccc3c(c1CN(C)CC2)OCO3,STP01096,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
585,1461,COc1ccc2c(c1OC)CN(C)c1c-2ccc2cc3c(cc12)OCO3,STP00584,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2482,1462,COc1cc2c(c3c1-c1ccc4cc5c(cc4c1N(C)C3)OCO5)OCO2,STP02477,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
560,1463,CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4,STP00559,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1933,1464,NCCc1cnc[nH]1,STP01928,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3143,1465,COc1ccc2c(c1OC)CN(C)[C@@H]1c3cc4c(cc3[C@@H](O)[C@H](O)[C@H]21)OCO4,STP03138,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1280,1466,COc1ccc2c(c1OC)CN(C)[C@@H]1c3cc4c(cc3C[C@H](O)[C@H]21)OCO4,STP01278,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
660,1467,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,STP00659,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1594,1468,O=C(O)C[C@H](O)C(=O)O,STP01591,成功（100条，已去重）,100,29.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3211,1469,COc1c2c(cc3c1[C@H]1[C@@H](c4ccc5c(c4CN1C)OCO5)[C@H](O)C3)OCO2,STP03206,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2451,1471,CN1C(=O)c2c(ccc3c2OCO3)[C@H]2[C@@H](O)Cc3cc4c(cc3[C@@H]21)OCO4,STP02446,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3169,1472,CN1Cc2c(ccc3c2OCO3)[C@@H]2[C@@H](O)[C@@H](O)c3cc4c(cc3[C@H]21)OCO4,STP03164,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
864,1473,CO[C@H]1O[C@H]2c3cc4c(cc3CCN(C)[C@@H]2c2ccc3c(c21)OCO3)OCO4,STP00863,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2700,1474,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,STP02695,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
"1456,1643",1475,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,STP01453,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1309,1476,c1cc2c(c3c1C[C@H]1c4cc5c(cc4CCN1C3)OCO5)OCO2,STP01307,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3932,1477,NCCc1ccc(O)cc1,STP03925,成功（100条，已去重）,100,6.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2460,1478,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,STP02455,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3883,1480,O=C(O)c1cc(=O)cc(C(=O)O)o1,STP03877,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3352,1481,CN1Cc2c(ccc3c2OCO3)[C@@H]2[C@H]1c1cc3c(cc1C[C@@H]2O)OCO3,STP03346,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2489,1482,COc1cc(OC)c2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,STP02484,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2713,1483,COc1cc2c(c3c[n+](C)c4c5cc6c(cc5ccc4c13)OCO6)OCO2,STP02708,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1536,1484,Oc1ccc2c(c1)OC[C@H]1c3cc4c(cc3O[C@@H]21)OCO4,STP01533,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1592,1491,COc1cc([C@@H]2Oc3c(OC)cc(CCCO)cc3[C@H]2CO)ccc1O,STP01589,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4075,1494,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,STP04068,成功（100条，已去重）,100,35.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1844,1500,CC1(C)C[C@H](O)C[C@@]2(C)OC(=O)C=C12,STP01839,成功（100条，已去重）,100,10.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3460,1512,O=C(O)C1=C/C(=C\C=[N+]2/c3cc(O)c(O)cc3C[C@H]2C(=O)[O-])C[C@@H](C(=O)O)N1,STP03454,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2176,1516,O=c1c(O)c(-c2ccc(O)cc2)oc2cc3c(c(O)c12)OCO3,STP02171,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4022,1518,O=C(O)C1=N[C@H](C(=O)O)CC(/C=C/N2C/C(=C/C(O)=C/O)C[C@@H]2C(=O)O)=C1,STP04015,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1216,1522,COc1cc2c(cc1O)[C@H](Cc1ccc(O)cc1)NCC2,STP01214,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3398,1523,CC(=O)OCO[P@]1(=O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O1,STP03392,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
340,1530,COc1c(O)cc2c3c1-c1ccccc1C[C@@H]3N(C)CC2,STP00339,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
60,1531,COc1cc2c3c(c1OC)-c1ccccc1C[C@@H]3N(C)CC2,STP00059,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3985,1539,CC(C)C[C@H]1NC(=O)[C@H](NC(=O)/C=C/c2ccccc2)[C@@H](C(C)C)Oc2ccc(cc2)/C=C/NC1=O,STP03978,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3312,1541,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,STP03306,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3319,1545,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,STP03313,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
684,1546,COc1ccc2c(c1OC)-c1c(O)c(O)cc3c1[C@H](C2)[N+](C)(C)CC3,STP00683,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1167,1552,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,STP01166,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1188,1553,CN1[C@@H]2C[C@@H](OC(=O)[C@@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,STP01186,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
"1164,1180",1554,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,STP01163,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2653,1555,COc1ccc([C@H]2OC[C@@H]3[C@H]2CO[C@H]3c2ccc(OC)c(OC)c2)cc1OC,STP02648,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
426,1556,C=C1CC/C=C(/C)CC[C@@H]2[C@@H]1CC2(C)C,STP00425,成功（100条，已去重）,100,35.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1418,1558,c1cc2c(cc1[C@H]1OC[C@H]3[C@@H]1CO[C@@H]3c1ccc3c(c1)OCO3)OCO2,STP01415,成功（100条，已去重）,100,7.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3956,1559,CC(C)CNC(=O)/C=C/C=C/c1ccc2c(c1)OCO2,STP03949,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3232,1560,O=C(/C=C/CCCC/C=C\c1ccc2c(c1)OCO2)N1CCCCC1,STP03226,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3347,1561,O=C(/C=C/C=C/CC/C=C\c1ccc2c(c1)OCO2)N1CCCCC1,STP03341,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
925,1568,C[C@@H]1C(=[N+]=[N-])C(=O)c2ccccc21,STP00924,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1053,1575,CC(=O)O[C@]1(C)CC[C@H]2C(C)(C)[C@@H]3C[C@@]21CC[C@H]3C,STP01052,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1633,1577,O=C1[C@H]2CCCC[C@H]2C[C@@H]2CCCCN12,STP01630,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3381,1580,O=Cc1ccc2c(c1)OCO2,STP03375,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1928,1581,CC(C)COC(=O)CC(C)C,STP01923,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3770,1584,C=C[C@](C)(CCC=C(C)C)OC(=O)CC,STP03764,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
680,1586,COc1ccc(C(=O)Nc2cc(OC)ccc2OC)cc1,STP00679,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
801,1587,COc1cc(CC/C=C/C(=O)N2CCCCC2)ccc1O,STP00800,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1650,1592,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,STP01646,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
959,1593,CC1=CC(=O)C(=C(C)C)CC1,STP00958,成功（100条，已去重）,100,8.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1565,1594,COc1ccc2c(c1)OC[C@]1(O)c3cc4c(cc3O[C@H]21)OCO4,STP01562,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1354,1597,C[C@H]1CCC[C@@H]2[C@@H]3CCCC[C@@H]3CC[C@@H]21,STP01352,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
231,1599,CC1=C[C@@H]2[C@H](CC1)[C@](C)(O)CCC2(C)C,STP00230,成功（100条，已去重）,100,15.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
752,1600,CC1=CC[C@@H]2[C@H]3[C@H](C(C)C)CC[C@]2(C)[C@@H]13,STP00751,成功（100条，已去重）,100,39.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
138,1601,CC1=CCCc2c1ccc1c2C(=O)C(=O)C2=C1OC[C@H]2C,STP00137,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2386,1603,COc1cc(/C=C/C(=O)CC(=O)/C=C\c2ccc(O)cc2)ccc1O,STP02381,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
921,1604,C=C[C@](C)(O)CC[C@H]1OC1(C)C,STP00920,成功（100条，已去重）,100,11.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
728,1606,C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1,STP00727,成功（100条，已去重）,100,18.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
233,1608,C=C[C@@]1(C)CCC(C(C)C)=C[C@@H]1C(=C)C,STP00232,成功（100条，已去重）,100,15.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2938,1612,O=C(O)c1ccc2c(c1)OCO2,STP02933,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3371,1616,O=C(/C=C/CCCC/C=C\c1ccc2c(c1)OCO2)N1CCCC1,STP03365,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
36,162,C=C1CCCC(C)(C)[C@@]12CC=C(C)CC2,STP00035,成功（100条，已去重）,100,10.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3404,1621,CCCCCCCCC/C=C/c1ccc2c(c1)OCO2,STP03398,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3684,1623,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,STP03678,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3293,1626,COc1cc2c(cc1[C@@H]1OC[C@@]3(OC(C)=O)[C@@H](Oc4ccc5c(c4)OCO5)OC[C@@H]13)OCO2,STP03287,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1499,1628,CC1(C)C=Cc2c(ccc(C(=O)CCc3ccc(O)c(O)c3)c2O)O1,STP01496,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3428,1629,C/C=C/C(=O)O,STP03422,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1467,1631,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O,STP01464,成功（100条，已去重）,100,9.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3761,1639,C/C=C(\C)C(=O)O,STP03755,成功（100条，已去重）,100,7.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3801,1641,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,STP03795,成功（100条，已去重）,100,41.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
250,1643,C=CCc1ccc2c(c1OC)OCO2,STP00249,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3522,1645,CCCCC/C=C/C/C=C/CCCCCCCCOC(C)=O,STP03516,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2229,1648,COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=CC[C@H]12,STP02224,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
120,1649,Cc1cc2c(cc1O)C(=O)c1ccccc1C2=O,STP00119,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1872,165,CC1=CCC[C@H](C)[C@@]12CC[C@H](C(C)(C)O)C2,STP01867,成功（100条，已去重）,100,7.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2652,1651,COC(=O)C1=CO[C@H](O)[C@@H]2C(CO)=C[C@H](OC(=O)/C=C\c3ccc(O)cc3)[C@@H]12,STP02647,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3291,1657,O=C(O)C1=CO[C@@H](O)[C@@H]2C(CO)=C[C@@H](O)[C@H]12,STP03285,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
208,166,CC(C)=CCC[C@@](C)(O)[C@H]1CC=C(C)CC1,STP00207,成功（100条，已去重）,100,21.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2453,1660,COc1ccc(/C=C/C(=O)O)cc1,STP02448,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2212,1662,COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=C[C@@H](O)[C@H]12,STP02207,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3252,1665,O=C(O)C1=CO[C@@H](O)[C@@H]2C(CO)=C[C@H](O)[C@H]12,STP03246,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2207,1667,COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=C[C@H](O)[C@H]12,STP02202,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3484,1669,O=C(O)C1=CO[C@@H](O)[C@@H]2C(CO)=CC[C@H]12,STP03478,成功（100条，已去重）,100,6.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
122,1670,COc1cc2c(cc1C)C(=O)c1ccccc1C2=O,STP00121,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1778,1675,C[C@H]1C(=O)OC[C@@H]2[C@H]1C[C@H](O)[C@@]2(C)O,STP01774,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
