原始行号（去重映射）,molecule_ID,SMILES,STP查询编号,预测状态,去重预测靶点数,中药数,TCMSP_MOL_ID数,分子名称数,molecule_ID连接状态,SMILES审计
1535,7087,CC(C)c1cc2c(c(O)c1O)[C@@]13CCCC(C)(C)[C@H]1C[C@@H]2OC3=O,STP01532,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
32,7088,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,STP00031,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
374,7090,Cc1cccc2c3c(ccc12)C(=O)C([C@H](C)CO)=C(O)C3=O,STP00373,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
6,7091,Cc1cccc2c3c(ccc12)C(=O)C(C(C)C)=C(O)C3=O,STP00005,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
155,7093,Cc1cccc2c3c(ccc12)C(=O)C1=C(OC[C@H](C)[C@@]1(C)CO)C3=O,STP00154,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
47,7094,Cc1cccc2c3c(ccc12)[C@@]1(C[C@@H](C)CO1)OCC3=O,STP00046,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
226,7095,C[C@@H]1CO[C@@]2(C1)OC(=O)c1c2ccc2c1CCCC2(C)C,STP00225,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
45,7098,CC(C)C1=C(O)C(=O)c2c(ccc3c2CCCC3(C)C)C1=O,STP00044,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
5,7099,Cc1cccc2c3c(ccc12)C(=O)C1=C(OC[C@H]1C)C3=O,STP00004,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3725,71,N[C@@H](Cc1c[nH]cn1)C(=O)O,STP03719,成功（100条，已去重）,100,11.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
76,7100,Cc1cccc2c1ccc1c3c(oc(=O)c12)[C@@H](C)CO3,STP00075,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1155,7101,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@H](C)CO1,STP01154,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1246,7102,C=C[C@]1(C)CCCCC1(C(=C)C)C(=C)C,STP01244,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
205,7105,Cc1cccc2c1C=C[C@@H]1[C@@H]2C(=O)CO[C@]12C[C@@H](C)CO2,STP00204,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3863,7106,CCOC(=O)[C@@H]1c2c(/C=C/C(=O)O[C@H](Cc3ccccc3)C(=O)O)cccc2O[C@@H]1c1ccc(O)cc1,STP03857,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
381,7107,CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2,STP00380,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
22,7108,C[C@@H]1COC2=C1C(=O)c1ccc3c(c1C2=O)CCCC3(C)C,STP00021,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
95,7110,Cc1coc2c1C(=O)c1ccc3c(c1C2=O)CCC[C@]3(C)CO,STP00094,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
16,7111,Cc1coc2c1C(=O)c1ccc3c(c1C2=O)CCCC3(C)C,STP00015,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
306,7112,Cc1coc2c1C(=O)c1ccc3c(C)cccc3c1C2=O,STP00305,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1631,7116,COC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C\c1ccc(O)c(O)c1,STP01628,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1644,7117,COC(=O)[C@@]1(C)CCCc2c1ccc1c2C(=O)C(=O)c2c(C)coc2-1,STP01640,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
43,7119,CC(C)C1=C(O)C(=O)c2c(ccc3c2C(=O)CCC3(C)C)C1=O,STP00042,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1264,7120,C[C@H]1COC2=C1C(=O)C(O)=C1C2=CC(=O)C2=C1CCCC2(C)C,STP01262,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3608,7121,Cc1cc2c(cc(=O)c1O)[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2OC3,STP03602,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
144,7122,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C,STP00143,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
44,7124,CC1=C(O)C(=O)c2c(ccc3c2CCCC3(C)C)C1=O,STP00043,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
825,7125,C[C@H](CO)C1=C(O)c2ccc3c(c2C(=O)C1=O)CCCC3(C)C,STP00824,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
227,7126,Cc1cc2c(cc1O)[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2OC3,STP00226,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
913,7127,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2=O,STP00912,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3537,7129,O=C(O)Cc1c(/C=C\C(=O)O[C@H](Cc2ccc(O)c(O)c2)C(=O)O)ccc(O)c1O,STP03531,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2059,7130,O=C(O)/C=C/c1ccc(O)c2c1C[C@@H](c1ccc(O)c(O)c1)O2,STP02054,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2446,7131,O=C(O)/C=C/c1ccc(O)c2c1[C@H](C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2,STP02441,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3107,7132,O=C(/C=C\c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,STP03102,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3782,7133,C[C@]12C[C@H](c3ccoc3)OC(=O)C1=CC[C@@]13COC(=O)[C@@H]1C=CC[C@@]32O,STP03776,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1142,7134,O=C(O)[C@H](O)Cc1ccc(O)c(O)c1,STP01141,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3498,7135,O=C(O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@H](O)Cc1ccc(O)c(O)c1,STP03492,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3722,7138,O=C(O)Cc1c(/C=C/C(=O)O[C@H](Cc2ccc(O)c(O)c2)C(=O)O)ccc(O)c1O,STP03716,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3432,7141,O=C(O)[C@@H]1Cc2ccc(O)c3c2C(=Cc2ccc(O)c(O)c2O3)C1=O,STP03426,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1205,7143,CC(=O)C1=C[C@@H]2C=CC3=C(CCCC3(C)C)[C@H]2C=C1O,STP01203,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
9,7145,Cc1cc2ccc3c(c2cc(O)c1=O)CCCC3(C)C,STP00008,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3116,7148,COC(=O)C1=CO[C@@H](O)[C@H]2[C@@H]1[C@H](O)C[C@]2(C)O,STP03111,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
159,715,CC(C)[C@@H]1CC[C@@H](C)CC1=O,STP00158,成功（100条，已去重）,100,20.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1755,7150,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCC[C@@]2(O)CO,STP01751,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1752,7151,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@H](O)[C@]2(C)O,STP01748,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1754,7152,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@@H](O)[C@]2(C)O,STP01750,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2916,7153,Cc1cccc2c1ccc1c3occ(C)c3oc(=O)c21,STP02911,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
18,7154,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,STP00017,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
362,7155,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCC[C@]2(C)CO,STP00361,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1943,7156,Cc1cccc2c3c(ccc12)C(O)=C([C@H](C)CO)C(=O)C3=O,STP01938,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2581,7157,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,STP02576,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
285,7160,C=C1CC[C@H]2[C@@H](C1)[C@@H](C(C)C)CC[C@]2(C)O,STP00284,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2957,7168,O=C(O)c1cnccc1O,STP02952,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2461,7169,COc1cc(O)ccc1C(=O)O,STP02456,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1396,717,CC(C)[C@H]1CC[C@@H](C)CC1=O,STP01394,成功（100条，已去重）,100,6.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
891,7173,O[C@H]1[C@H](O)[C@H](O)OC[C@H]1O,STP00890,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1675,7176,O[C@@H]1[C@@H](O)[C@@H](O)CO[C@H]1O,STP01671,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3736,7179,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,STP03730,成功（100条，已去重）,100,6.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3248,7181,CCCC/C=C\C=C\C=C/CCCCCCCC(=O)O,STP03242,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3115,7184,OC[C@@H]1CC[C@H](CO)O1,STP03110,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4081,7189,C/C(=C\C(=O)O)C(=O)O,STP04074,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2753,719,COC(=O)c1ccccc1O,STP02748,成功（100条，已去重）,100,16.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4046,7190,C=C[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,STP04039,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
694,7195,O=C1C(O)=C(c2ccc(O)cc2)[O+]=C2[CH]C(O)=CC(O)=C12,STP00693,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1784,7197,c1ccc(Nc2ccccc2)cc1,STP01780,成功（100条，已去重）,100,6.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1638,72,C=C1CCC[C@]2(C)C[C@]3(OCC)OC(=O)C(C)=C3C[C@@H]12,STP01635,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
254,720,CC1=C(C=O)C(C)(C)CC=C1,STP00253,成功（100条，已去重）,100,15.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
397,7206,COc1cc2c(cc1OC)[C@@H](Cc1ccc(O)cc1)N(C)CC2,STP00396,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1120,7207,COc1cc2c(cc1O)[C@@H](Cc1ccc(O)cc1)NCC2,STP01119,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
313,7210,COc1c(O)cc2c3c1-c1ccccc1C[C@H]3N(C)CC2,STP00312,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3111,7212,c1ccc2c(c1)cc1c3c(cc4c(c32)OCO4)CCN1,STP03106,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
316,7213,COc1cc2c3c(c1OC)-c1ccccc1C[C@H]3N(C)CC2,STP00315,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2366,7214,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2O,STP02361,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
331,7216,COc1cc2c3c(c1OC)-c1ccccc1C[C@H]3NCC2,STP00330,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2574,7217,Oc1cc(O)c2c(c1)O[C@@H](c1cc(O)c(O)c(O)c1)[C@@H](O)[C@@H]2O,STP02569,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
336,7218,CN1CCc2cc3c(c4c2[C@H]1Cc1ccccc1-4)OCO3,STP00335,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1335,7225,O=C1C(O)=C(c2cc(O)c(O)c(O)c2)[O+]=C2[CH]C(O)=CC(O)=C12,STP01333,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2633,7226,COc1cc2c3c(cc4ccccc4c3c1OC)N(C)CC2,STP02628,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
547,7245,COc1c(-c2ccc(O)cc2)oc2cc(O)cc(O)c2c1=O,STP00546,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
264,7255,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CO,STP00263,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3294,7261,COC(=O)/C=C/c1cc(OC)c2oc(-c3ccc(O)c(OC)c3)c(CO)c2c1,STP03288,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
292,7262,COC(=O)Cc1ccccc1,STP00291,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3300,7266,C/C=C1\C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,STP03294,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3510,7267,COC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,STP03504,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1287,7268,COc1cc(C(=O)O)cc(CC=C(C)C)c1O,STP01285,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2360,7271,COC(=O)c1ccc(OC)c(OC)c1,STP02355,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1400,7272,COc1cc(CCO)ccc1O,STP01398,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1530,7273,COc1cc(C(=O)O)cc2c1OC(C)(C)CC2,STP01527,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2237,7274,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC,STP02232,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2816,7275,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,STP02811,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2821,7276,COc1ccc(C(=O)O)cc1OC,STP02816,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3704,7277,O/N=C/c1ccccc1O,STP03698,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
837,728,COc1cc(O)cc(-c2cc3ccc(O)cc3o2)c1C/C=C(\C)CCC=C(C)C,STP00836,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2086,7280,[H]Oc1c([H])c([H])c(-c2[o+]c3c([H])c(O[H])c([H])c(O[H])c3c(=O)c2OC([H])([H])[H])c([H])c1O[H],STP02081,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3108,7282,COc1cc(O)cc(OC)c1O[C@@H]1[C@@H](OC)OC[C@H](O)[C@H]1O,STP03103,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4209,7283,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,STP04202,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2521,729,Cn1c(=O)c2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,STP02516,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2452,7290,COc1c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c2c1=O,STP02447,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2145,7293,[H]Oc1c([H])c([H])c(-c2[o+]c3c([H])c(O[H])c([H])c(OC([H])([H])[H])c3c(=O)c2OC([H])([H])[H])c([H])c1O[H],STP02140,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2287,73,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,STP02282,成功（100条，已去重）,100,27.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1960,730,O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)cc2)[C@H]1O,STP01955,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2044,7301,[H]Oc1c([H])c([H])c2c(c1[H])C([H])([H])Oc1c-2[o+]c2c([H])c(OC([H])([H])[H])c([H])c(O[H])c2c1=O,STP02039,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3979,7307,[H]Oc1c([H])c([H])c(C([H])=C([H])C(=O)Oc2c(-c3c([H])c([H])c(O[H])c(O[H])c3[H])[o+]c3c([H])c(O[H])c([H])c(O[H])c3c2=O)c([H])c1O[H],STP03972,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1682,7308,[H]Oc1c([H])c([H])c(C([H])=C([H])C(=O)Oc2c(-c3c([H])c([H])c(O[H])c([H])c3[H])[o+]c3c([H])c(O[H])c([H])c(O[H])c3c2=O)c([H])c1[H],STP01678,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1573,731,O[C@@H]1[C@@H](O)[C@@H](O)OC[C@H]1O,STP01570,成功（100条，已去重）,100,6.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1310,7313,O=C(O)C1c2ccccc2Oc2ccccc21,STP01308,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3847,7320,C=C[C@H](O)C#CC#C[C@H](/C=C\CCCCC)OC(C)=O,STP03841,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2696,7327,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,STP02691,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
